"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"6622","2.62117025","0.00834457","0.38150898","0.0","184","4","false","吳市","79.96319018","184","0","15","0.72980496","false","0","吳市","94218032","0.01666945",""
"4157","2.30517842","0.04685137","0.4338059","0.0","585","4","false","杜月笙","56.91816367","585","0","54","0.78247026","false","0","杜月笙","460697356","0.00978617","PERSON"
"8296","2.67764027","0.03265278","0.37346316","0.0","550","4","false","上海總商會","23.77425743","550","0","33","0.72039329","false","0","上海總商會","653022156","0.01360469","ORG"
"8377","2.75069086","0.00836086","0.36354503","0.0","219","4","false","政府","35.00497512","219","0","11","0.70821819","false","0","政府","136361204","0.02031361","ORG"
"8239","2.71945212","0.0119301","0.36772113","0.0","364","3","false","美亞綢廠","29.21515152","364","0","25","0.71342465","false","0","美亞綢廠","292582412","0.01684487","ORG"
"8379","2.59665986","0.0786452","0.38511012","0.0","915","5","false","大來集團","14.50177515","915","0","58","0.73389002","false","0","大來集團","1182285234","0.0080704","ORG"
"5128","2.4373423","0.02257516","0.41028295","0.0","397","4","false","徐寄傾","64.19266055","397","0","46","0.76044295","false","0","徐寄傾","231319990","0.01183827","PERSON"
"5982","2.46233329","0.02099086","0.40611886","0.0","329","4","false","奚玉書","73.21453287","329","0","32","0.75627778","false","0","奚玉書","246297364","0.01369775","PERSON"
"8242","2.75934158","0.00382643","0.36240529","0.0","180","5","false","大誠","37.4491018","180","0","11","0.7067764","false","0","大誠","79831926","0.02177366","ORG"
"8382","2.62958068","0.05670706","0.38028877","0.0","753","3","false","新光標準內衣染織整理廠股份有限公司","20.12642045","753","0","41","0.72840322","false","0","新光標準內衣染織整理廠股份有限公司","1154094376","0.01141876","ORG"
"7951","2.75165205","0.01502177","0.36341804","0.0","223","5","false","經濟部","34.445","223","0","18","0.70805799","false","0","經濟部","139890332","0.01999103","ORG"
"8383","2.74276102","0.00620931","0.36459611","0.0","255","4","false","工會","32.5042735","255","0","15","0.70953983","false","0","工會","159407216","0.01881976","ORG"
"4684","2.57359125","0.0110987","0.38856209","0.0","189","4","false","方治","82.96590909","189","0","11","0.73773479","false","0","方治","120725910","0.01665297","PERSON"
"8385","2.65937763","0.0312246","0.37602783","0.0","601","4","false","美琪","19.09810671","601","0","17","0.72343706","false","0","美琪","681665236","0.01081129","ORG"
"8216","2.70647603","0.03070362","0.36948415","0.0","441","4","false","全國商會聯合會","23.13766234","441","0","42","0.71558733","false","0","全國商會聯合會","355227348","0.01322441","ORG"
"8387","2.74131924","0.01181154","0.36478787","0.0","261","4","false","市政府","33.29045643","261","0","16","0.70978013","false","0","市政府","192672320","0.01930093","ORG"
"8279","2.74324162","0.01212486","0.36453224","0.0","249","4","false","行政院","33.15517241","249","0","10","0.70945973","false","0","行政院","179281914","0.01920859","ORG"
"7978","2.72521927","0.01831101","0.36694295","0.0","338","3","false","社會局","26.72875817","338","0","25","0.71246345","false","0","社會局","263953828","0.01536045","ORG"
