"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"8300","2.77039529","0.00304149","0.36095932","0.0","125","5","false","申新公司","32.34146341","125","0","2","0.70493412","false","0","申新公司","42964366","0.01874489","ORG"
"8301","2.77111618","0.00656197","0.36086542","0.0","124","5","false","滬江大學","41.0","124","0","3","0.70481397","false","0","滬江大學","54968756","0.02390915","ORG"
"8355","2.77231767","0.00289174","0.36070902","0.0","118","5","false","共軍","43.14912281","118","0","2","0.70461372","false","0","共軍","45794054","0.02519374","ORG"
"7978","2.72521927","0.01831101","0.36694295","0.0","338","3","false","社會局","26.72875817","338","0","25","0.71246345","false","0","社會局","263953828","0.01536045","ORG"
"8356","2.71080139","0.02343385","0.3688946","0.0","397","5","false","中央銀行","26.83513514","397","0","22","0.71486643","false","0","中央銀行","387973746","0.0154424","ORG"
"3061","1.79983179","0.41398994","0.55560748","0.0","1978","4","false","王曉籟","28.3257621","1978","0","187","0.8666947","false","0","王曉籟","1447195528","0.00411223","PERSON"
"8303","2.77183708","0.00185367","0.36077156","0.0","119","5","false","大新公司","36.78448276","119","0","2","0.70469382","false","0","大新公司","40851044","0.02138941","ORG"
"8135","2.74107894","0.01040372","0.36481985","0.0","248","5","false","中國集團","25.65983607","248","0","3","0.70982018","false","0","中國集團","154990920","0.01473989","ORG"
"1509","2.66394329","0.01372485","0.37538337","0.0","157","4","false","謹詹","90.4676259","157","0","17","0.72267612","false","0","謹詹","94596680","0.01952163","PERSON"
"7931","2.75886099","0.00361981","0.36246843","0.0","175","5","false","大華集團","28.47647059","175","0","5","0.7068565","false","0","大華集團","69198788","0.01642347","ORG"
"8251","2.77544155","0.00596669","0.36030303","0.0","105","5","false","東北救濟會","42.17821782","105","0","4","0.70409308","false","0","東北救濟會","38122160","0.0246134","ORG"
"8306","2.77087589","0.00210539","0.36089671","0.0","120","5","false","礦業工會","39.175","120","0","0","0.70485402","false","0","礦業工會","34785010","0.02281829","ORG"
"5766","2.80860267","0.00340627","0.35604894","0.0","109","4","false","孫科","98.82","109","0","7","0.69856622","false","0","孫科","50122644","0.02433333","PERSON"
"8252","2.76510873","0.00361249","0.36164943","0.0","157","4","false","警察局","46.57746479","157","0","12","0.70581521","false","0","警察局","75962806","0.02724296","ORG"
"8307","2.72425808","0.01495997","0.36707242","0.0","349","4","false","敎育局","31.68810289","349","0","29","0.71262365","false","0","敎育局","302898448","0.0183322","ORG"
"8308","2.77087589","0.00210539","0.36089671","0.0","120","5","false","公路工會","39.175","120","0","0","0.70485402","false","0","公路工會","34785010","0.02281829","ORG"
"6484","2.80283552","0.00421418","0.35678155","0.0","121","4","false","吳開先","102.91891892","121","0","8","0.69952741","false","0","吳開先","69210726","0.02527124","PERSON"
"8362","2.71921182","0.01334481","0.36775362","0.0","344","5","false","新新公司","24.27844311","344","0","10","0.7134647","false","0","新新公司","310724126","0.01390588","ORG"
"8139","2.77568185","0.00439871","0.36027184","0.0","104","5","false","招商局","42.25","104","0","3","0.70405303","false","0","招商局","36402606","0.02465631","ORG"
"8363","2.74300132","0.01684859","0.36456417","0.0","237","5","false","大美","20.52966102","237","0","1","0.70949978","false","0","大美","123324826","0.01167344","ORG"
"8364","2.77111618","0.00193495","0.36086542","0.0","120","5","false","吉士","28.85714286","120","0","1","0.70481397","false","0","吉士","26189802","0.01665101","ORG"
"2294","2.74756698","0.00544741","0.36395837","0.0","126","4","false","羅斯福","97.38983051","126","0","7","0.70873884","false","0","羅斯福","74689804","0.02264799","PERSON"
"8095","2.77544155","0.00426581","0.36030303","0.0","102","5","false","新聲","42.66336634","102","0","1","0.70409308","false","0","新聲","40337154","0.02490339","ORG"
"8365","2.73795506","0.00455731","0.36523609","0.0","258","4","false","勞萊哈台","23.86614173","258","0","4","0.71034082","false","0","勞萊哈台","124828898","0.01365958","ORG"
"8311","2.73747447","0.01088582","0.36530021","0.0","263","3","false","工部局","28.72156863","263","0","6","0.71042092","false","0","工部局","187479064","0.01655019","ORG"
"8367","2.71608795","0.01964363","0.36817659","0.0","376","4","false","聖約翰大學","25.96521739","376","0","23","0.71398534","false","0","聖約翰大學","343250046","0.01491351","ORG"
"8368","2.76198486","0.00613242","0.36205847","0.0","158","5","false","紅軍","29.39490446","158","0","1","0.70633586","false","0","紅軍","72796542","0.01697245","ORG"
"8369","2.68989547","0.022086","0.37176166","0.0","470","4","false","米高梅","19.34581498","470","0","11","0.71835075","false","0","米高梅","414540704","0.01095927","ORG"
"8046","2.75525652","0.00736983","0.36294261","0.0","187","3","false","永安公司","34.60220994","187","0","5","0.70745725","false","0","永安公司","111501172","0.02006102","ORG"
"1103","2.56085546","0.00907887","0.39049451","0.0","158","4","false","金潤庠","112.64788732","158","0","12","0.73985742","false","0","金潤庠","135153490","0.02228946","PERSON"
"7625","2.77111618","0.00437236","0.36086542","0.0","122","4","false","政院","45.65811966","122","0","3","0.70481397","false","0","政院","54149952","0.02669344","ORG"
"8373","2.70599543","0.01221541","0.36954977","0.0","405","4","false","卡爾登","20.39276486","405","0","12","0.71566743","false","0","卡爾登","295625314","0.01158469","ORG"
