"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"72","3.27261805","1.3527E-4","0.30556575","0.0","15","4","false","龔雨","247.73333333","15","0","0","0.62123033","false","0","龔雨","4917522","0.11349279","PERSON"
"73","3.78805719","0.0","0.26398757","0.0","1","6","false","龔醒","49.0","1","0","0","0.5353238","false","0","龔醒","0","0.0","PERSON"
"74","3.62897994","4.6E-7","0.27555953","0.0","3","4","false","龔邦","273.33333333","3","0","0","0.56183668","false","0","龔邦","2638","0.38738739","PERSON"
"75","3.58068004","5.01E-6","0.27927656","0.0","5","6","false","龔遂","207.4","5","0","0","0.56988666","false","0","龔遂","82322","0.2280663","PERSON"
"76","3.70299171","2.27E-6","0.27005191","0.0","5","6","false","龔賜福","105.6","5","0","0","0.54950138","false","0","龔賜福","20984","0.26347607","PERSON"
"77","3.74744683","1.049E-5","0.26684835","0.0","21","6","false","龔秋霞","29.28571429","21","0","0","0.54209219","false","0","龔秋霞","101022","0.14505495","PERSON"
"78","3.77604229","9.53E-6","0.26482754","0.0","23","6","false","龔秋","20.17391304","23","0","0","0.53732628","false","0","龔秋","44868","0.25565217","PERSON"
"79","3.7866154","8.0E-8","0.26408808","0.0","6","6","false","龔志","33.33333333","6","0","0","0.5355641","false","0","龔志","230","0.65986395","PERSON"
"80","3.53213985","6.2E-7","0.2831145","0.0","3","4","false","龔厂","415.0","3","0","0","0.57797669","false","0","龔厂","4202","0.37432188","PERSON"
"81","3.64075454","2.52E-6","0.27466834","0.0","4","5","false","龔兆","181.25","4","0","0","0.55987424","false","0","龔兆","37434","0.27561162","PERSON"
"82","3.54872041","4.801E-5","0.28179171","0.0","8","4","false","龍章","270.375","8","0","0","0.57521326","false","0","龍章","845890","0.26102229","PERSON"
"83","3.55256518","7.24E-6","0.28148674","0.0","6","5","false","龍育","247.83333333","6","0","0","0.57457247","false","0","龍育","310452","0.24223095","PERSON"
"84","3.50498618","1.392E-5","0.28530783","0.0","4","6","false","龍潭","373.5","4","0","0","0.5825023","false","0","龍潭","432358","0.30482815","PERSON"
"85","3.77363931","4.5E-7","0.26499618","0.0","4","6","false","龍泉","33.75","4","0","0","0.53772678","false","0","龍泉","588","0.31490385","PERSON"
"86","2.95446353","6.5998E-4","0.33847092","0.0","32","4","false","龍沛","246.96666667","32","0","2","0.67425608","false","0","龍沛","22955988","0.0706192","PERSON"
"87","3.72437823","1.09E-6","0.26850119","0.0","4","6","false","龍兩","105.25","4","0","0","0.54593696","false","0","龍兩","22200","0.33847403","PERSON"
"88","3.78373183","2.0E-8","0.26428934","0.0","2","6","false","齡鄧","47.5","2","0","0","0.5360447","false","0","齡鄧","74","0.7265625","PERSON"
"89","3.62201129","3.9E-6","0.2760897","0.0","3","5","false","齡談","298.0","3","0","0","0.56299812","false","0","齡談","129970","0.40518417","PERSON"
"90","3.78541391","0.0","0.2641719","0.0","1","6","false","齡結","60.0","1","0","0","0.53576435","false","0","齡結","0","0.0","PERSON"
"91","3.58140094","3.36E-6","0.27922034","0.0","3","6","false","齡姪","380.33333333","3","0","0","0.56976651","false","0","齡姪","84196","0.41915285","PERSON"
"92","3.7753214","0.0","0.26487811","0.0","1","6","false","齡報","101.0","1","0","0","0.53744643","false","0","齡報","0","0.0","PERSON"
"93","3.7748408","9.0E-8","0.26491183","0.0","3","6","false","齋文","52.33333333","3","0","0","0.53752653","false","0","齋文","388","0.51333333","PERSON"
