"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"72","2.99719568","7.254E-5","0.33364522","0.0","31","4","false","丁惠康","466.5","31","0","1","0.66713405","false","0","丁惠康","39765428","0.05812937","PERSON"
"73","2.74480726","0.00100976","0.36432431","0.0","197","4","false","三井","163.83798883","197","0","11","0.70919879","false","0","三井","377693870","0.03246371","ORG"
"74","2.9170588","6.861E-5","0.34281105","0.0","16","4","false","丁福","991.6875","16","0","0","0.6804902","false","0","丁福","59963418","0.11175268","PERSON"
"75","3.43086649","3.75E-6","0.29147156","0.0","9","4","false","予倩","701.85714286","9","0","1","0.59485559","false","0","予倩","4214854","0.20203435","PERSON"
"76","3.7149104","7.5E-7","0.2691855","0.0","13","4","false","仇鰲","57.69230769","13","0","0","0.54751493","false","0","仇鰲","113030","0.11935223","PERSON"
"77","2.80165407","2.056E-4","0.356932","0.0","69","4","false","何恒昌","390.53225806","69","0","5","0.69972432","false","0","何恒昌","146227522","0.0388251","PERSON"
"78","2.8512762","1.5878E-4","0.35072014","0.0","35","4","false","何香凝","592.70588235","35","0","1","0.69145397","false","0","何香凝","103307524","0.06203018","PERSON"
"79","3.74437949","9.0E-8","0.26706695","0.0","5","5","false","促共","42.2","5","0","0","0.54260342","false","0","促共","2260","0.23146067","PERSON"
"80","2.94861923","1.098E-4","0.33914179","0.0","40","4","false","傅德衞","498.0","40","0","0","0.67523013","false","0","傅德衞","99827544","0.05840874","PERSON"
"81","2.88283664","1.076E-4","0.34688056","0.0","46","4","false","傳筱","485.3902439","46","0","3","0.68619389","false","0","傳筱","88275032","0.05265111","PERSON"
"82","3.58591188","1.7E-7","0.27886909","0.0","2","4","false","儒報","982.0","2","0","0","0.56901469","false","0","儒報","90726","0.53228432","PERSON"
"83","3.1828509","9.22E-6","0.31418374","0.0","9","4","false","兒玉","999.33333333","9","0","0","0.63619152","false","0","兒玉","11680256","0.16430766","PERSON"
"84","2.60962974","0.00115497","0.38319612","0.0","268","4","false","兪佐廷","226.04484305","268","0","32","0.73172838","false","0","兪佐廷","589766478","0.01892405","PERSON"
"85","3.09415847","4.907E-5","0.32318965","0.0","27","4","false","兪葉","441.26923077","27","0","1","0.65097359","false","0","兪葉","29658910","0.06296757","PERSON"
"86","2.69480489","5.0841E-4","0.37108438","0.0","99","4","false","兪鴻","393.97752809","99","0","6","0.71753252","false","0","兪鴻","314555956","0.03530795","PERSON"
"87","2.82009601","3.2768E-4","0.35459786","0.0","73","4","false","劉王","357.72727273","73","0","6","0.69665066","false","0","劉王","156882024","0.0362712","PERSON"
"88","2.44251153","0.00378854","0.40941465","0.0","572","4","false","劉鴻生","172.66289593","572","0","70","0.75958141","false","0","劉鴻生","1428303170","0.0127811","PERSON"
"89","2.97228956","3.179E-5","0.33644098","0.0","18","4","false","卜部","970.2","18","0","3","0.67128507","false","0","卜部","42348422","0.1169825","PERSON"
"90","3.23408907","6.96E-6","0.30920608","0.0","5","4","false","史良","1369.6","5","0","0","0.62765182","false","0","史良","5212822","0.24699513","PERSON"
"91","2.34222159","0.00849171","0.42694509","0.0","1067","4","false","史量才","117.67505995","1067","0","137","0.7762964","false","0","史量才","2470957522","0.00827835","PERSON"
"92","2.99757593","2.98E-5","0.33360289","0.0","12","4","false","吉文","1045.58333333","12","0","0","0.66707068","false","0","吉文","32073332","0.13021483","PERSON"
"93","2.4529683","0.00417232","0.40766935","0.0","645","4","false","吳鐵成","160.95095949","645","0","93","0.75783862","false","0","吳鐵成","1482295176","0.01203182","PERSON"
"94","2.96145254","7.153E-5","0.33767213","0.0","31","4","false","吳憶","514.89655172","31","0","1","0.67309124","false","0","吳憶","49152240","0.0612876","PERSON"
"95","3.55473169","2.113E-5","0.28131518","0.0","14","4","false","吳耀","194.85714286","14","0","0","0.57421139","false","0","吳耀","1881040","0.08979025","PERSON"
"96","2.40001901","0.00516615","0.41666337","0.0","751","4","false","吳藴初","148.8259325","751","0","107","0.7666635","false","0","吳藴初","1767628884","0.01074551","PERSON"
"97","2.61485812","7.8168E-4","0.38242993","0.0","173","4","false","周作民","331.12056738","173","0","22","0.73085698","false","0","周作民","549101160","0.027697","PERSON"
"98","2.98521793","9.7E-5","0.33498392","0.0","36","4","false","周劍","438.0","36","0","1","0.66913035","false","0","周劍","56722332","0.05375815","PERSON"
"99","2.9882599","2.521E-5","0.33464291","0.0","12","4","false","周文彬","1128.5","12","0","0","0.66862335","false","0","周文彬","35513392","0.13885468","PERSON"
"100","2.73919863","3.2418E-4","0.36507028","0.0","84","4","false","周斐","431.95833333","84","0","8","0.71013356","false","0","周斐","250326394","0.0403519","PERSON"
"101","2.79661581","2.1376E-4","0.35757504","0.0","82","4","false","周珏","409.12857143","82","0","12","0.70056403","false","0","周珏","184355028","0.04049698","PERSON"
"102","2.5978421","6.9816E-4","0.38493487","0.0","177","4","false","唐壽民","339.29577465","177","0","22","0.73369298","false","0","唐壽民","578920874","0.02796526","PERSON"
"103","2.52645088","0.00186887","0.39581217","0.0","371","4","false","嚴諤","206.89078498","371","0","39","0.74559152","false","0","嚴諤","902293382","0.0162157","PERSON"
"104","2.51048054","0.00233884","0.39833011","0.0","383","4","false","奚玉書","215.94539249","383","0","51","0.74825324","false","0","奚玉書","991364056","0.01670776","PERSON"
"105","3.7366795","5.0E-8","0.26761728","0.0","4","5","false","如啓","82.25","4","0","0","0.54388675","false","0","如啓","10300","0.3125","PERSON"
"106","3.58591188","1.7E-7","0.27886909","0.0","2","4","false","姚壽康","982.0","2","0","0","0.56901469","false","0","姚壽康","90726","0.53228432","PERSON"
"107","2.99215742","2.256E-5","0.33420701","0.0","8","4","false","子剛","1439.25","8","0","0","0.66797376","false","0","子剛","27954232","0.17793517","PERSON"
"108","2.62674081","9.6017E-4","0.38069991","0.0","169","4","false","孫梅堂","248.64935065","169","0","9","0.72887653","false","0","孫梅堂","404907330","0.02102108","PERSON"
"109","2.42834735","0.00483106","0.4118027","0.0","712","4","false","孫科","155.13878327","712","0","85","0.76194211","false","0","孫科","1699108112","0.01142107","PERSON"
"110","2.85061077","1.731E-4","0.35080201","0.0","66","4","false","孫衡","350.32758621","66","0","4","0.69156487","false","0","孫衡","103215344","0.03668637","PERSON"
"111","2.75488379","3.9928E-4","0.36299172","0.0","140","4","false","安諾德","256.85","140","0","14","0.70751937","false","0","安諾德","216609742","0.02444349","PERSON"
"112","3.30338894","5.26E-6","0.30271942","0.0","4","4","false","宋國賓","1260.75","4","0","0","0.61610184","false","0","宋國賓","547924","0.26173904","PERSON"
