"SUID","BetweennessCentrality","ClosenessCentrality","Degree","name","selected","shared name","Type"
"959","4.6E-7","0.27243825","2","初林康","false","初林康","PERSON"
"960","4.6968E-4","0.33363282","3","凈王","false","凈王","PERSON"
"961","0.0","0.28882551","1","冾卿","false","冾卿","PERSON"
"962","1.738E-5","0.28912536","3","公監","false","公監","PERSON"
"963","2.31E-5","0.31371445","3","兪松","false","兪松","PERSON"
"964","9.2018E-4","0.33463503","14","兪斌祺","false","兪斌祺","PERSON"
"965","8.0896E-4","0.36548556","12","新亞血淸製廠造","false","新亞血淸製廠造","ORG"
"966","3.7943E-4","0.29231173","12","兪佐庭","false","兪佐庭","PERSON"
"967","1.1425E-4","0.2916994","9","兜安","false","兜安","PERSON"
"968","0.0","0.28882551","1","兒覽","false","兒覽","PERSON"
"969","0.0","0.27364284","1","兒玉","false","兒玉","PERSON"
"970","1.107E-5","0.27982919","6","克源","false","克源","PERSON"
"971","0.01988021","0.36620644","15","外交部","false","外交部","ORG"
"972","0.0","0.26811071","1","光炎","false","光炎","PERSON"
"973","7.115E-5","0.28353271","5","兆祥","false","兆祥","PERSON"
"974","0.0","0.27635822","1","兆生兩","false","兆生兩","PERSON"
"975","0.0","0.27512966","1","兄伯祥","false","兄伯祥","PERSON"
"976","0.00108735","0.36668861","17","飛利浦","false","飛利浦","ORG"
"977","0.00158585","0.3678996","22","裕興","false","裕興","ORG"
"978","0.00108735","0.36668861","17","福和公司","false","福和公司","ORG"
"979","0.00108735","0.36668861","17","漢口江漢關頒","false","漢口江漢關頒","ORG"
"980","0.00108735","0.36668861","17","康元製罐公司","false","康元製罐公司","ORG"
"981","0.00108735","0.36668861","17","大昌","false","大昌","ORG"
"982","0.00108735","0.36668861","17","培林公司","false","培林公司","ORG"
"983","0.00201602","0.36863005","25","國民大會","false","國民大會","ORG"
"984","0.0022897","0.36838624","27","交通銀行","false","交通銀行","ORG"
"985","0.00108735","0.36668861","17","中國銀行","false","中國銀行","ORG"
"986","0.00108735","0.36668861","17","上海維糧油餅業公會","false","上海維糧油餅業公會","ORG"
"987","2.0511E-4","0.31477819","12","元興","false","元興","PERSON"
"988","2.898E-5","0.29033099","5","元現","false","元現","PERSON"
"989","0.0","0.31283347","1","儒堂","false","儒堂","PERSON"
"990","4.6916E-4","0.32317958","2","傳雲","false","傳雲","PERSON"
"991","1.253E-5","0.27431667","5","傳汪","false","傳汪","PERSON"
"992","4.6916E-4","0.32317958","2","傅雲寶","false","傅雲寶","PERSON"
"993","0.00149186","0.3645288","8","華軍克","false","華軍克","ORG"
"994","0.0022126","0.36500655","11","華軍","false","華軍","ORG"
"995","0.00149186","0.3645288","8","聞振會","false","聞振會","ORG"
"996","0.00149186","0.3645288","8","救濟委員會","false","救濟委員會","ORG"
"997","3.491E-5","0.27649541","5","偕杜月","false","偕杜月","PERSON"
"998","8.072E-5","0.31371445","5","候陳","false","候陳","PERSON"
"999","2.1874E-4","0.31746936","3","俠汪","false","俠汪","PERSON"
"1000","0.02011681","0.37257525","48","經濟部","false","經濟部","ORG"
"1001","0.00119791","0.36548556","12","福康","false","福康","ORG"
"1002","0.00119791","0.36548556","12","太古公司","false","太古公司","ORG"
"1003","0.0135545","0.36985392","30","中央振濟委員會","false","中央振濟委員會","ORG"
"1004","0.0135545","0.36985392","30","中國兒童健康實騐站","false","中國兒童健康實騐站","ORG"
"1005","0.0135545","0.36985392","30","中國兒童健康實騐","false","中國兒童健康實騐","ORG"
"1006","5.7576E-4","0.28295657","8","俞鴻鈞","false","俞鴻鈞","PERSON"
"1007","3.374E-5","0.31389124","4","俞傳","false","俞傳","PERSON"
"1008","0.00129827","0.36500655","10","私立治中女子中學","false","私立治中女子中學","ORG"
"1009","0.00129827","0.36500655","10","滬大商學院","false","滬大商學院","ORG"
"1010","0.00129827","0.36500655","10","敎育部","false","敎育部","ORG"
"1011","0.00129827","0.36500655","10","敎育局","false","敎育局","ORG"
"1012","0.00129827","0.36500655","10","大德高級助產職業學校","false","大德高級助產職業學校","ORG"
"1013","0.00129827","0.36500655","10","上海市商業夜校","false","上海市商業夜校","ORG"
"1014","0.00205357","0.36405229","6","正中中學","false","正中中學","ORG"
"1015","0.00540639","0.37059215","33","美産科總分院","false","美産科總分院","ORG"
"1016","0.00540639","0.37059215","33","省立助産學校","false","省立助産學校","ORG"
"1017","0.00540639","0.37059215","33","無任公企","false","無任公企","ORG"
"1018","0.00540639","0.37059215","33","浙江省立醫藥專門學校","false","浙江省立醫藥專門學校","ORG"
"1019","0.00540639","0.37059215","33","東京女子專門醫學校","false","東京女子專門醫學校","ORG"
"1020","2.4469E-4","0.3652459","11","滬埠工","false","滬埠工","ORG"
"1021","2.4469E-4","0.3652459","11","國信銀行","false","國信銀行","ORG"
"1022","5.7713E-4","0.3652459","11","正威藥房","false","正威藥房","ORG"
"1023","5.7713E-4","0.3652459","11","中國公共汽車有限公司","false","中國公共汽車有限公司","ORG"
"1024","3.6867E-4","0.36500655","10","香港永安銀行有限公司","false","香港永安銀行有限公司","ORG"
"1025","3.6867E-4","0.36500655","10","香港德輔道","false","香港德輔道","ORG"
"1026","3.6867E-4","0.36500655","10","敦樂啓中國殯儀館股份有限公司","false","敦樂啓中國殯儀館股份有限公司","ORG"
"1027","3.6867E-4","0.36500655","10","兒童書局","false","兒童書局","ORG"
"1028","0.00153729","0.36644737","16","公平洋行","false","公平洋行","ORG"
"1029","4.7568E-4","0.3652459","11","董監會","false","董監會","ORG"
"1030","4.39E-4","0.36500655","10","張驥事務","false","張驥事務","ORG"
"1031","0.00104177","0.36548556","12","同仁醫藥房","false","同仁醫藥房","ORG"
"1032","5.2496E-4","0.36548556","12","中華勸工銀行","false","中華勸工銀行","ORG"
"1033","5.2053E-4","0.36500655","10","美商華納公司","false","美商華納公司","ORG"
"1034","0.01055665","0.3678996","22","上海慈善團體聯合救災會難民救濟分會","false","上海慈善團體聯合救災會難民救濟分會","ORG"
"1035","0.00395668","0.36985392","30","關醫院","false","關醫院","ORG"
"1036","0.00395668","0.36985392","30","產科","false","產科","ORG"
"1037","0.00105748","0.36548556","12","德國漢堡大學","false","德國漢堡大學","ORG"
"1038","0.00320613","0.3678996","22","泰康公司","false","泰康公司","ORG"
"1039","0.00320613","0.3678996","22","信孚化學製葯廠","false","信孚化學製葯廠","ORG"
"1040","2.3546E-4","0.36476752","9","長德國漢堡大學","false","長德國漢堡大學","ORG"
"1041","3.9906E-4","0.36500655","10","蘇浙行動委員會忠義救國軍第一縱隊","false","蘇浙行動委員會忠義救國軍第一縱隊","ORG"
"1042","0.00353756","0.36887417","26","美國永備公司","false","美國永備公司","ORG"
"1043","0.00574334","0.37009967","33","申新公司","false","申新公司","ORG"
"1044","0.00353756","0.36887417","26","上海中學","false","上海中學","ORG"
"1045","0.00191691","0.36596583","14","大公企業公司","false","大公企業公司","ORG"
"1046","7.6109E-4","0.36572554","13","兜安氏西藥公司","false","兜安氏西藥公司","ORG"
"1047","3.5448E-4","0.36572554","13","安氏西葯公司","false","安氏西葯公司","ORG"
"1048","0.00213498","0.36693017","18","上海難民救濟協會","false","上海難民救濟協會","ORG"
"1049","4.353E-4","0.3652459","11","亨得利鐘表總行","false","亨得利鐘表總行","ORG"
"1050","0.00235869","0.36741425","20","安氏西藥公司","false","安氏西藥公司","ORG"
"1051","4.5268E-4","0.36500655","10","中國廣生行","false","中國廣生行","ORG"
"1052","7.643E-4","0.3652459","11","安氏西药公司","false","安氏西药公司","ORG"
"1053","0.00120646","0.36668861","17","務印書館","false","務印書館","ORG"
"1054","7.643E-4","0.3652459","11","中國建業地產公司","false","中國建業地產公司","ORG"
"1055","7.643E-4","0.3652459","11","上海發行","false","上海發行","ORG"
"1056","5.9746E-4","0.3652459","11","惠羅公司","false","惠羅公司","ORG"
"1057","5.9746E-4","0.3652459","11","中西大藥房","false","中西大藥房","ORG"
"1058","0.00255729","0.36668861","18","鄉會","false","鄉會","ORG"
"1059","4.2683E-4","0.36620644","15","節約救難委員會","false","節約救難委員會","ORG"
"1060","4.2683E-4","0.36620644","15","廣東旅滬同鄉會","false","廣東旅滬同鄉會","ORG"
"1061","4.2683E-4","0.36620644","15","上海節約救難委員會","false","上海節約救難委員會","ORG"
"1062","9.774E-5","0.36476752","9","安利洋行","false","安利洋行","ORG"
"1063","0.00826369","0.36668861","19","三友實業社","false","三友實業社","ORG"
"1064","8.2689E-4","0.3652459","11","新星西藥","false","新星西藥","ORG"
"1065","8.2689E-4","0.3652459","11","中英大藥房","false","中英大藥房","ORG"
"1066","8.2689E-4","0.3652459","11","中國廣生行有限公司","false","中國廣生行有限公司","ORG"
"1067","7.307E-4","0.36548556","12","新亞製藥廠","false","新亞製藥廠","ORG"
"1068","6.5201E-4","0.3652459","11","上海兒科療","false","上海兒科療","ORG"
"1069","0.01276445","0.37635135","56","眼科專門醫院","false","眼科專門醫院","ORG"
"1070","0.0159223","0.38480138","84","俞佐庭","false","俞佐庭","PERSON"
"1071","4.6E-7","0.27243825","2","侯謝","false","侯謝","PERSON"
"1072","0.02189503","0.36814276","24","紅十字會","false","紅十字會","ORG"
"1073","0.0","0.26914714","1","侯代","false","侯代","PERSON"
"1074","9.0739E-4","0.36693017","18","華人會","false","華人會","ORG"
"1075","0.06235063","0.38176833","81","永安公司","false","永安公司","ORG"
"1076","0.0064268","0.37282463","42","新新公司","false","新新公司","ORG"
"1077","9.0739E-4","0.36693017","18","文實局","false","文實局","ORG"
"1078","9.0739E-4","0.36693017","18","政治部","false","政治部","ORG"
"1079","9.0739E-4","0.36693017","18","市民聨合會","false","市民聨合會","ORG"
"1080","9.0739E-4","0.36693017","20","卡爾登","false","卡爾登","ORG"
"1081","0.02642071","0.37660581","64","上海總商會","false","上海總商會","ORG"
"1082","9.0739E-4","0.36693017","18","上海地方協會","false","上海地方協會","ORG"
"1083","6.8512E-4","0.32697388","11","侄偉","false","侄偉","PERSON"
"1084","0.00447246","0.36887417","28","財政部","false","財政部","ORG"
"1085","0.00378948","0.36838624","24","羅期皇后船","false","羅期皇后船","ORG"
"1086","0.00378948","0.36838624","24","縣警察局","false","縣警察局","ORG"
"1087","0.00378948","0.36838624","24","昌興公司","false","昌興公司","ORG"
"1088","0.00378948","0.36838624","24","新華","false","新華","ORG"
"1089","0.00378948","0.36838624","24","南京商業儲蓄銀行","false","南京商業儲蓄銀行","ORG"
"1090","0.00378948","0.36838624","24","光華中學","false","光華中學","ORG"
"1091","0.00378948","0.36838624","24","中國醫學院","false","中國醫學院","ORG"
"1092","9.45E-6","0.27243825","9","作屏","false","作屏","PERSON"
"1093","0.0024263","0.36572554","13","海通社","false","海通社","ORG"
"1094","0.01779281","0.37483176","53","政府","false","政府","ORG"
"1095","0.00293165","0.36620644","17","快訊社","false","快訊社","ORG"
"1096","0.01337168","0.37282463","46","國民政府","false","國民政府","ORG"
"1097","0.0024263","0.36572554","13","中央政府","false","中央政府","ORG"
"1098","1.253E-5","0.27431667","5","佛海","false","佛海","PERSON"
"1099","2.31E-5","0.31371445","3","余芝卿","false","余芝卿","PERSON"
"1100","3.374E-5","0.31389124","4","余耀球","false","余耀球","PERSON"
"1101","0.00130017","0.3645288","8","麥倫中學","false","麥倫中學","ORG"
"1102","0.01836885","0.36985392","34","江海關","false","江海關","ORG"
"1103","0.00130017","0.3645288","8","啟秀女校","false","啟秀女校","ORG"
"1104","0.00130017","0.3645288","8","中華婦女互助","false","中華婦女互助","ORG"
"1105","0.00130017","0.3645288","8","上海職業界同人","false","上海職業界同人","ORG"
"1106","0.00130017","0.3645288","8","上海婦女團體","false","上海婦女團體","ORG"
"1107","0.00130017","0.3645288","8","上海各界聯誼社","false","上海各界聯誼社","ORG"
"1108","2.056E-5","0.27084853","7","何香","false","何香","PERSON"
"1109","0.02676169","0.36668861","17","香港水安公司","false","香港水安公司","ORG"
"1110","0.0","0.26836907","1","何棣生","false","何棣生","PERSON"
"1111","0.0056105","0.37182911","38","湖社","false","湖社","ORG"
"1112","0.0056105","0.37182911","38","埠湖社","false","埠湖社","ORG"
"1113","0.00938282","0.3733244","45","克利斯浦","false","克利斯浦","ORG"
"1114","3.374E-5","0.31389124","4","何杏園","false","何杏園","PERSON"
"1115","8.54E-6","0.27870903","3","何應欽","false","何應欽","PERSON"
"1116","5.9223E-4","0.33564327","10","何恒昌","false","何恒昌","PERSON"
"1117","0.00101148","0.33994507","5","何國治","false","何國治","PERSON"
"1118","0.01457384","0.37182911","42","滬江痔瘡醫院","false","滬江痔瘡醫院","ORG"
"1119","9.2857E-4","0.36500655","10","上海兒科療養院","false","上海兒科療養院","ORG"
"1120","0.0020984","0.3645288","8","華成烟公司","false","華成烟公司","ORG"
"1121","0.0020984","0.3645288","8","良材眼鏡公司","false","良材眼鏡公司","ORG"
"1122","0.0020984","0.3645288","8","中國華成烟草股份有限公司","false","中國華成烟草股份有限公司","ORG"
"1123","6.408E-4","0.31892356","6","何國器","false","何國器","PERSON"
"1124","0.01001424","0.3693634","28","號克美醫院","false","號克美醫院","ORG"
"1125","0.01666058","0.37407656","47","美產科醫院","false","美產科醫院","ORG"
"1126","4.6E-7","0.27243825","2","伯黃金","false","伯黃金","PERSON"
"1127","0.0","0.27512966","1","伯攸","false","伯攸","PERSON"
"1128","2.31E-5","0.31371445","3","伏維","false","伏維","PERSON"
"1129","0.00636024","0.36572554","13","中央振務委員會第九救濟區","false","中央振務委員會第九救濟區","ORG"
"1130","0.01238285","0.36985392","30","中央","false","中央","ORG"
"1131","1.44E-6","0.27019161","2","伊盟","false","伊盟","PERSON"
"1132","8.54E-6","0.27870903","3","企雲","false","企雲","PERSON"
"1133","0.00295701","0.36693017","18","錢兌業公會","false","錢兌業公會","ORG"
"1134","0.00295701","0.36693017","18","銀行公會","false","銀行公會","ORG"
"1135","0.00295701","0.36693017","18","謙泰銀行","false","謙泰銀行","ORG"
"1136","0.00295701","0.36693017","18","泰商業銀行","false","泰商業銀行","ORG"
"1137","0.00295701","0.36693017","18","正明銀行","false","正明銀行","ORG"
"1138","0.00295701","0.36693017","18","廉泰錢","false","廉泰錢","ORG"
"1139","1.34E-6","0.26914714","6","仕勤率","false","仕勤率","PERSON"
"1140","0.0","0.28882551","1","仁啓","false","仁啓","PERSON"
"1141","9.5077E-4","0.36572554","13","阿墨林藥膏","false","阿墨林藥膏","ORG"
"1142","2.3363E-4","0.29746328","4","亮察","false","亮察","PERSON"
"1143","1.963E-5","0.2904824","2","乾泰祥","false","乾泰祥","PERSON"
"1144","9.6658E-4","0.36500655","10","英政府","false","英政府","ORG"
"1145","9.6658E-4","0.36500655","10","英下院","false","英下院","ORG"
"1146","0.05914632","0.38707436","98","紅軍","false","紅軍","ORG"
"1147","9.6658E-4","0.36500655","10","立僑靑","false","立僑靑","ORG"
"1148","7.115E-5","0.28353271","5","乘哈菽邇","false","乘哈菽邇","PERSON"
"1149","0.01534384","0.37307435","49","行政院","false","行政院","ORG"
"1150","0.00116582","0.3652459","11","聯席","false","聯席","ORG"
"1151","0.00116582","0.3652459","11","牛署","false","牛署","ORG"
"1152","0.00116582","0.3652459","11","滬改辦事","false","滬改辦事","ORG"
"1153","0.00116582","0.3652459","11","海防辦事處","false","海防辦事處","ORG"
"1154","0.02959132","0.37737127","60","百昌行","false","百昌行","ORG"
"1155","0.01404064","0.37282463","42","星報","false","星報","ORG"
"1156","0.04037495","0.38098495","77","日軍","false","日軍","ORG"
"1157","3.4951E-4","0.28454662","8","世英","false","世英","PERSON"
"1158","0.00150761","0.36668861","17","美産科總分醫院","false","美産科總分醫院","ORG"
"1159","0.00150761","0.36668861","17","漢堡大學","false","漢堡大學","ORG"
"1160","0.00150761","0.36668861","17","上海國際救濟會","false","上海國際救濟會","ORG"
"1161","1.031E-4","0.31495618","5","世昌","false","世昌","PERSON"
"1162","0.0020101","0.36741425","20","新亞血淸廠","false","新亞血淸廠","ORG"
"1163","0.00217487","0.36765677","21","新亞化學製藥股份有限公司","false","新亞化學製藥股份有限公司","ORG"
"1164","0.00835742","0.3733244","46","大新公司","false","大新公司","ORG"
"1165","4.309E-5","0.29292664","4","丁虹","false","丁虹","PERSON"
"1166","0.00153021","0.36668861","17","福成","false","福成","ORG"
"1167","0.00153021","0.36668861","17","特二法院","false","特二法院","ORG"
"1168","0.00153021","0.36668861","17","榮昌橡皮公司","false","榮昌橡皮公司","ORG"
"1169","0.0036057","0.36863005","25","大豐","false","大豐","ORG"
"1170","8.072E-5","0.31371445","5","丁福","false","丁福","PERSON"
"1171","0.00346738","0.3693634","28","選青眼科專門醫院","false","選青眼科專門醫院","ORG"
"1172","0.00178814","0.36741425","20","衛生局","false","衛生局","ORG"
"1173","5.5958E-4","0.36644737","16","滬江大學","false","滬江大學","ORG"
"1174","5.5958E-4","0.36644737","16","持志大學","false","持志大學","ORG"
"1175","5.5958E-4","0.36644737","16","恩派亞","false","恩派亞","ORG"
"1176","0.01062173","0.37307435","43","復旦大學","false","復旦大學","ORG"
"1177","5.5958E-4","0.36644737","16","大夏","false","大夏","ORG"
"1178","5.5958E-4","0.36644737","16","咪吔洋行","false","咪吔洋行","ORG"
"1179","0.03173623","0.37942779","68","青眼科專門醫院","false","青眼科專門醫院","ORG"
"1180","0.00135228","0.36620644","15","濟華醫院","false","濟華醫院","ORG"
"1181","0.10520946","0.40597668","164","八角總院","false","八角總院","ORG"
"1182","0.00130427","0.3391172","14","丁濟萬","false","丁濟萬","PERSON"
"1183","0.01526143","0.37762712","61","福特","false","福特","ORG"
"1184","0.25865906","0.45506536","336","工部局","false","工部局","ORG"
"1185","0.0124385","0.37686062","58","上海市潮糖雜貨業同業公會整理委員會","false","上海市潮糖雜貨業同業公會整理委員會","ORG"
"1186","2.31E-5","0.31371445","3","丁濟","false","丁濟","PERSON"
