"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"767","3.82276708","0.0","0.26159062","0.0","1","5","false","董事胡","46.0","1","0","0","0.43544658","false","0","董事胡","0","0.0","PERSON"
"768","3.80595447","1.0E-8","0.26274618","0.0","3","5","false","葛稚梁","68.0","3","0","0","0.43880911","false","0","葛稚梁","6","1.0","PERSON"
"769","3.82416813","3.0E-8","0.26149478","0.0","2","5","false","葛稚","40.0","2","0","0","0.43516637","false","0","葛稚","14","0.92857143","PERSON"
"770","3.3849387","7.707E-5","0.29542632","0.0","4","4","false","葛參","187.75","4","0","0","0.52301226","false","0","葛參","77082","0.28125","PERSON"
"771","3.79544658","2.46E-6","0.26347361","0.0","13","4","false","葛來","39.15384615","13","0","0","0.44091068","false","0","葛來","1800","0.55295429","PERSON"
"772","3.84798599","3.0E-8","0.25987621","0.0","2","5","false","葉鴻英","9.0","2","0","0","0.4304028","false","0","葉鴻英","2","1.0","PERSON"
"773","3.44238179","1.1189E-4","0.29049654","0.0","4","4","false","葉鴻","165.5","4","0","0","0.51152364","false","0","葉鴻","64266","0.28264605","PERSON"
"774","3.80525394","0.0","0.26279455","0.0","1","5","false","葉湛","71.0","1","0","0","0.43894921","false","0","葉湛","0","0.0","PERSON"
"775","3.68756567","9.97E-6","0.27118161","0.0","3","4","false","葉楚","124.33333333","3","0","0","0.46248687","false","0","葉楚","12266","0.52932761","PERSON"
"776","3.48231173","2.3E-6","0.28716556","0.0","2","4","false","葉慎","278.5","2","0","0","0.50353765","false","0","葉慎","1036","0.52656546","PERSON"
"777","3.25043783","8.771E-5","0.30765086","0.0","5","4","false","葉愼齊","235.6","5","0","0","0.54991243","false","0","葉愼齊","172520","0.27438596","PERSON"
"778","2.9295972","0.0034876","0.34134385","0.0","42","4","false","葉惠鈞","76.0952381","42","0","0","0.61408056","false","0","葉惠鈞","3902256","0.05885207","PERSON"
"779","3.07810858","8.247E-4","0.32487483","0.0","10","4","false","葉惠","183.7","10","0","0","0.58437828","false","0","葉惠","1029100","0.16669708","PERSON"
"780","3.72399299","3.196E-5","0.26852897","0.0","5","5","false","葉山","59.0","5","0","0","0.4552014","false","0","葉山","8196","0.31868132","PERSON"
"781","3.74500876","0.0","0.26702207","0.0","1","5","false","葉亘","157.0","1","0","0","0.45099825","false","0","葉亘","0","0.0","PERSON"
"782","3.78774081","1.73E-6","0.26400962","0.0","4","5","false","葆洋十","49.5","4","0","0","0.44245184","false","0","葆洋十","1660","0.52717391","PERSON"
"783","3.67425569","0.0","0.27216397","0.0","1","5","false","葆元","258.0","1","0","0","0.46514886","false","0","葆元","0","0.0","PERSON"
"784","3.79404553","3.68E-6","0.2635709","0.0","15","4","false","萼銜","38.6","15","0","0","0.44119089","false","0","萼銜","3374","0.54492754","PERSON"
"785","3.67425569","0.0","0.27216397","0.0","1","5","false","菴袁","258.0","1","0","0","0.46514886","false","0","菴袁","0","0.0","PERSON"
"786","3.42556918","1.958E-5","0.29192229","0.0","5","4","false","華起","159.6","5","0","0","0.51488616","false","0","華起","20154","0.26214876","PERSON"
"787","3.2441331","6.816E-5","0.30824876","0.0","5","4","false","華謝振","251.0","5","0","0","0.55117338","false","0","華謝振","191564","0.28935185","PERSON"
"788","3.45008757","2.273E-5","0.28984772","0.0","4","4","false","華謝","176.5","4","0","0","0.50998249","false","0","華謝","34662","0.30735552","PERSON"
"789","3.80035026","5.5E-7","0.26313364","0.0","3","4","false","華葉","45.66666667","3","0","0","0.43992995","false","0","華葉","182","0.62037037","PERSON"
"790","3.76602452","0.0","0.26553199","0.0","1","4","false","華聞","124.0","1","0","0","0.4467951","false","0","華聞","0","0.0","PERSON"
"791","3.67425569","0.0","0.27216397","0.0","1","5","false","華穆","258.0","1","0","0","0.46514886","false","0","華穆","0","0.0","PERSON"
"792","3.80035026","5.5E-7","0.26313364","0.0","3","4","false","華尙","45.66666667","3","0","0","0.43992995","false","0","華尙","182","0.62037037","PERSON"
"793","3.68756567","9.97E-6","0.27118161","0.0","3","4","false","華兩","124.33333333","3","0","0","0.46248687","false","0","華兩","12266","0.52932761","PERSON"
"794","3.42556918","1.958E-5","0.29192229","0.0","5","4","false","華假","159.6","5","0","0","0.51488616","false","0","華假","20154","0.26214876","PERSON"
"795","3.83817863","0.0","0.26054024","0.0","1","5","false","華于","24.0","1","0","0","0.43236427","false","0","華于","0","0.0","PERSON"
"796","3.81295972","7.4E-7","0.26226346","0.0","6","5","false","菊甫","35.83333333","6","0","0","0.43740806","false","0","菊甫","260","0.64506173","PERSON"
"797","3.07810858","5.1267E-4","0.32487483","0.0","11","4","false","菊生","175.54545455","11","0","0","0.58437828","false","0","菊生","981486","0.15940224","PERSON"
"798","3.81366025","0.0","0.26221528","0.0","1","5","false","莫雪","59.0","1","0","0","0.43726795","false","0","莫雪","0","0.0","PERSON"
"799","3.82416813","3.0E-8","0.26149478","0.0","2","5","false","莫觴清","40.0","2","0","0","0.43516637","false","0","莫觴清","14","0.92857143","PERSON"
"800","3.80595447","1.0E-8","0.26274618","0.0","3","5","false","莫觴","68.0","3","0","0","0.43880911","false","0","莫觴","6","1.0","PERSON"
"801","3.74500876","0.0","0.26702207","0.0","1","5","false","莫永貞候","157.0","1","0","0","0.45099825","false","0","莫永貞候","0","0.0","PERSON"
