id,Type,mc6Degree,mc6Degree_norm,mc6Eig,mc6Betw,mc6Close
沈聯芳,PERSON,10,0.0073475385745775165,0.014510367497423826,15,2.046245140167792e-4
江浙皖,ORG,3,0.002204261572373255,0.03869494414714629,247.4333333333364,2.8208744710860365e-4
省絲繭公所,ORG,3,0.002204261572373255,0.03869494414714629,247.4333333333364,2.8208744710860365e-4
上海總商會,ORG,3,0.002204261572373255,0.03869494414714629,247.4333333333364,2.8208744710860365e-4
閘北慈善團,ORG,3,0.002204261572373255,0.03869494414714627,247.4333333333364,2.8208744710860365e-4
華安水火保險公司,ORG,3,0.002204261572373255,0.03869494414714628,247.4333333333364,2.8208744710860365e-4
恒豐絲號,ORG,3,0.002204261572373255,0.03869494414714628,247.4333333333364,2.8208744710860365e-4
江陰利用紗廠,ORG,3,0.002204261572373255,0.03869494414714629,247.4333333333364,2.8208744710860365e-4
上海豐業保險公司,ORG,3,0.002204261572373255,0.03869494414714628,247.4333333333364,2.8208744710860365e-4
中國絲業銀行,ORG,3,0.002204261572373255,0.03869494414714627,247.4333333333364,2.8208744710860365e-4
蘇州太和麵粉廠,ORG,3,0.002204261572373255,0.038694944147146276,247.4333333333364,2.8208744710860365e-4
洽老,PERSON,12,0.00881704628949302,0.01737163191892694,26.5,2.0479213598197828e-4
中國救濟婦孺總會,ORG,26,0.019103600293901544,0.0795252881655501,12467.347333289763,2.857959416976279e-4
徐乾麟,PERSON,6,0.00440852314474651,0.017058893981366053,174.98898369884543,2.0977554017201594e-4
袁履登,PERSON,147,0.1080088170462895,0.3765298901332754,57522.270318360184,2.701972439881113e-4
許曉初,PERSON,30,0.02204261572373255,0.07088350918866626,1956.4488171857902,2.1838829438742082e-4
謝葆生,PERSON,32,0.02351212343864805,0.08659920394496469,2256.26173035326,2.2109219544550078e-4
鄭煒顯,PERSON,1,7.347538574577516e-4,0.002982149689201097,0,2.0580366330520683e-4
盧文英,PERSON,8,0.005878030859662013,0.018903496216800642,136.12204534619642,2.113718030014796e-4
高懷良,PERSON,1,7.347538574577516e-4,0.002982149689201097,0,2.0580366330520683e-4
郁克飛,PERSON,1,7.347538574577516e-4,0.002982149689201097,0,2.0580366330520683e-4
徐瑞裕,PERSON,1,7.347538574577516e-4,0.0029821496892010984,0,2.0580366330520683e-4
張松濤,PERSON,1,7.347538574577516e-4,0.002982149689201097,0,2.0580366330520683e-4
顧福康,PERSON,1,7.347538574577516e-4,0.002982149689201098,0,2.0580366330520683e-4
孫克仁,PERSON,1,7.347538574577516e-4,0.002982149689201097,0,2.0580366330520683e-4
虞順慰,PERSON,2,0.0014695077149155032,0.006074006948801325,2.718624657639779,2.0863759649488838e-4
王曉籟,PERSON,27,0.019838354151359296,0.06530128925012393,1215.6576153039614,2.188662727073758e-4
公共租界工部局,ORG,20,0.014695077149155033,0.080461091786166,4169.594482270021,2.848191398461977e-4
楊管北,PERSON,1,7.347538574577516e-4,0.003017241752879805,0,2.0529665366454526e-4
郭順,PERSON,36,0.02645113886847906,0.0968171163175605,440.9118598674524,2.1417862497322766e-4
阿樂滿,PERSON,4,0.0029390154298310064,0.012351146975696961,8.811527155275247,2.1048200378867606e-4
米契爾,PERSON,1,7.347538574577516e-4,0.004625561667922059,0,2.1021652301870928e-4
赫萊,PERSON,1,7.347538574577516e-4,0.004625561667922057,0,2.1021652301870928e-4
鮑惠爾,PERSON,1,7.347538574577516e-4,0.00462556166792206,0,2.1021652301870928e-4
何德奎,PERSON,7,0.005143277002204262,0.015381172261259643,184.22448003414456,2.1226915729144556e-4
中國救濟婦孺總會籌募捐款委員會,ORG,3,0.002204261572373255,0.05169171846092719,1364.8231292413643,2.8208744710860365e-4
慮文英,PERSON,1,7.347538574577516e-4,0.0019384078410583196,0,2.0387359836901122e-4
中央,ORG,55,0.04041146216017634,0.09296610444245036,24467.525360429634,2.906131938390003e-4
三民公司,ORG,5,0.0036737692872887582,0.04011738679272491,4111.013360744794,2.824060999717594e-4
魏伯禎,PERSON,1,7.347538574577516e-4,0.0015043774793551837,0,2.0403999183840033e-4
鄔志豪,PERSON,1,7.347538574577516e-4,0.001504377479355184,0,2.0403999183840033e-4
江偉雲,PERSON,1,7.347538574577516e-4,0.0015043774793551837,0,2.0403999183840033e-4
三北公司,ORG,19,0.013960323291697281,0.0512369261936236,6463.4002164856975,2.846569883290635e-4
市商會,ORG,2,0.0014695077149155032,0.03762434574914912,626.0730239710348,2.81928390188892e-4
寄廣,PERSON,2,0.0014695077149155032,0.0033322433733845923,3.034601903308997,2.0529665366454526e-4
遺產整理委員會,ORG,1,7.347538574577516e-4,0.03749938865978158,0,2.817695125387433e-4
大通社,ORG,16,0.011756061719324026,0.04739981086160324,2344.90925441853,2.841716396703609e-4
日軍,ORG,9,0.006612784717119765,0.06095893054553489,818.8122851855397,2.830455703368242e-4
本埠銀行公會,ORG,6,0.00440852314474651,0.06162864069604228,645.015861618649,2.8256569652444194e-4
銀錢業公會,ORG,6,0.00440852314474651,0.061628640696042264,645.015861618649,2.8256569652444194e-4
市民聯合會,ORG,6,0.00440852314474651,0.0616286406960423,645.015861618649,2.8256569652444194e-4
工部局,ORG,77,0.05657604702424688,0.12335032205159666,27600.585173389354,2.9437739181630853e-4
卡納,PERSON,4,0.0029390154298310064,0.011558670718026843,13.818644318079276,2.1048200378867606e-4
奚玉書,PERSON,60,0.0440852314474651,0.14699286298064315,3523.679170167226,2.2148394241417498e-4
陳銳銳,PERSON,4,0.0029390154298310064,0.011558670718026843,13.818644318079276,2.1048200378867606e-4
工部局情報處,ORG,12,0.00881704628949302,0.07657040691032528,707.1174745891051,2.835270768358378e-4
華人會,ORG,14,0.010286554004408524,0.07797030579028368,1122.4679988016132,2.838489923360772e-4
陳霆銳,PERSON,34,0.024981631153563555,0.09212573096185246,399.29272421491333,2.1399529210357372e-4
許冠羣,PERSON,15,0.011021307861866276,0.04551701096826786,243.56036101527144,2.1362956633198035e-4
劉世芳,PERSON,10,0.0073475385745775165,0.03131711417693348,34.38382492097718,2.113718030014796e-4
李文杰,PERSON,21,0.015429831006612785,0.0646711990981237,1719.6355521532334,2.203128442388191e-4
金通尹,PERSON,10,0.0073475385745775165,0.031317114176933496,34.38382492097718,2.113718030014796e-4
趙傳鼎,PERSON,10,0.0073475385745775165,0.03131711417693348,34.38382492097718,2.113718030014796e-4
金宗城,PERSON,23,0.01689933872152829,0.05442214348809389,1277.2756184442862,2.1734405564007825e-4
工部局地產委員會,ORG,12,0.00881704628949302,0.07657040691032528,707.1174745891051,2.835270768358378e-4
上海平糶委員會,ORG,1,7.347538574577516e-4,0.037499388659781585,0,2.817695125387433e-4
上海中學,ORG,3,0.002204261572373255,0.04337751702561838,241.44281865236422,2.8208744710860365e-4
陳濟成,PERSON,6,0.00440852314474651,0.009759782220239765,4.999999999999999,2.0429009193054137e-4
偽府,ORG,3,0.002204261572373255,0.04337751702561837,241.44281865236422,2.8208744710860365e-4
偽僑務委員會,ORG,3,0.002204261572373255,0.04337751702561837,241.44281865236422,2.8208744710860365e-4
偽社會部,ORG,3,0.002204261572373255,0.04337751702561837,241.44281865236422,2.8208744710860365e-4
偽邊疆委員會,ORG,3,0.002204261572373255,0.04337751702561837,241.44281865236422,2.8208744710860365e-4
市臨參會,ORG,3,0.002204261572373255,0.04337751702561838,241.44281865236422,2.8208744710860365e-4
最高當局,ORG,3,0.002204261572373255,0.03864114334816947,278.16454179344163,2.8208744710860365e-4
萬國商團俱樂部,ORG,8,0.005878030859662013,0.0382524593998868,4746.00000000001,2.828854314002829e-4
曼恩,PERSON,2,0.0014695077149155032,0.0028688876844577492,0.125,2.0437359493153485e-4
恩都思,PERSON,2,0.0014695077149155032,0.0028688876844577484,0.125,2.0437359493153485e-4
徐通浩,PERSON,2,0.0014695077149155032,0.0028688876844577497,0.125,2.0437359493153485e-4
白脫萊,PERSON,2,0.0014695077149155032,0.00286888768445775,0.125,2.0437359493153485e-4
胡筠秋,PERSON,2,0.0014695077149155032,0.0028688876844577497,0.125,2.0437359493153485e-4
毛飛,PERSON,2,0.0014695077149155032,0.0028688876844577492,0.125,2.0437359493153485e-4
華隊,ORG,8,0.005878030859662013,0.03825245939988679,4746.00000000001,2.828854314002829e-4
陳時俠,PERSON,2,0.0014695077149155032,0.0028688876844577484,0.125,2.0437359493153485e-4
上海食米公倉管理委員會,ORG,20,0.014695077149155033,0.05205906149607312,5741.1932706461075,2.848191398461977e-4
