id,Type,mc3Degree,mc3Degree_norm,mc3Eig,mc3Betw,mc3Close
三井,ORG,179,0.008500736097259818,0.11140447842949652,222336.4065974961,1.7292361963720623e-5
三北寧紹招商,ORG,15,7.123521869212138e-4,0.02230785428383077,1498.0131810279872,1.7182425814876546e-5
三北輪船公司,ORG,249,0.01182504630289215,0.13456431958098253,631395.3666212487,1.733673133267454e-5
三友商店,ORG,14,6.648620411264663e-4,0.008810554617420304,7030.492066984672,1.7160606112607897e-5
三友實業廠,ORG,35,0.0016621551028161658,0.041264300832798244,51371.34727882283,1.7187741702617692e-5
三友實業社,ORG,285,0.013534691551503063,0.1679656491792024,495880.5667928818,1.7357796254187568e-5
三德洋行,ORG,141,0.00669611055705941,0.09779111029862943,77343.84386234758,1.7260127379740064e-5
三星,ORG,25,0.0011872536448686898,0.019435711578959305,6755.49535035635,1.7173573305397655e-5
三星廠,ORG,4,1.8996058317899037e-4,0.008122632112417216,727.4770244350524,1.7154129856763016e-5
三星棉鐵,ORG,24,0.0011397634990739421,0.02303669386213692,3441.955634265524,1.71777033410633e-5
三星鐵工廠,ORG,14,6.648620411264663e-4,0.025769669653021625,991.9333227770521,1.7170034855170755e-5
三興公司,ORG,42,0.0019945861233793987,0.01666301399450736,36716.430551493395,1.7181244953009296e-5
三衛生機關,ORG,28,0.0013297240822529326,0.027867087217447458,5051.251496197675,1.7172983462416926e-5
三門灣考察團,ORG,8,3.7992116635798075e-4,0.009644393927748886,1900.632484754406,1.715648429323863e-5
三門灣闢埠公司,ORG,20,9.498029158949518e-4,0.025216826016394953,3641.858180287187,1.718419741205987e-5
三門灣闢港公司,ORG,8,3.7992116635798075e-4,0.009644393927748886,1900.632484754406,1.715648429323863e-5
三馬路綢業銀,ORG,25,0.0011872536448686898,0.020818214858776416,10259.112139133209,1.7179473964507208e-5
三馬路綢業銀行,ORG,7,3.3243102056323314e-4,0.013876504818688032,208.89330162133052,1.716001716001716e-5
上松長途汽車公司,ORG,24,0.0011397634990739421,0.007693266221338105,65915.2054533399,1.7165908505707665e-5
上海世界語者協會,ORG,10,4.749014579474759e-4,0.00915908566480912,3220.664734806075,1.7158250544774456e-5
上海中交兩銀行代,ORG,7,3.3243102056323314e-4,0.009984293078931655,581.9283548603702,1.7157661753856186e-5
上海中國濟生,ORG,27,0.001282233936458185,0.03987771101587477,4736.793600398756,1.7183016306682477e-5
上海中國銀行發行準備檢查委員會,ORG,34,0.001614664957021418,0.022600857928633075,6011.0132772342795,1.7174753112924e-5
上海中央,ORG,34,0.001614664957021418,0.040848477526759824,5279.5128887964975,1.7196608828738973e-5
上海中央英航,ORG,33,0.0015671748112266704,0.04004988480312145,4975.706118191762,1.719601740236961e-5
上海中央銀行,ORG,53,0.002516977727121622,0.057382877871238025,11333.261765319223,1.7207853664412437e-5
上海了商業聯合,ORG,4,1.8996058317899037e-4,0.008504129462529013,293.2167114668587,1.716355148207267e-5
上海交易所,ORG,135,0.006411169682290925,0.09426322146967378,117958.55233927722,1.7267280230690865e-5
上海俄僑公共聯,ORG,16,7.598423327159615e-4,0.02092694531914815,9512.955851140287,1.7172983462416926e-5
上海俄僑公共聯合,ORG,16,7.598423327159615e-4,0.020926945319148155,9512.955851140287,1.7172983462416926e-5
上海保衛,ORG,56,0.002659448164505865,0.0346001197209543,13604.612488374907,1.721081527631964e-5
上海信托公司,ORG,19,9.023127701002043e-4,0.014862136973790194,2327.7099339938327,1.7165319189110322e-5
上海信託公司,ORG,30,0.0014247043738424277,0.023889037600574006,111162.68768322429,1.7183606839075522e-5
上海僑務局,ORG,23,0.0010922733532791945,0.0296730808665486,3581.9991391423887,1.7178293508322885e-5
上海元泰針,ORG,7,3.3243102056323314e-4,0.011241868331838536,6820.532569842831,1.715707300334563e-5
上海全市救丏促成,ORG,37,0.0017571353944056609,0.017723002394090002,8893.980861932536,1.7181244953009296e-5
上海全球華僑總,ORG,85,0.004036662392553545,0.03830704160411092,187630.4847651246,1.7219113215669393e-5
上海兩江游泳會,ORG,25,0.0011872536448686898,0.01148581548352953,13418.29455323554,1.7169445255223802e-5
