"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"4.10291892","1.3E-6","0.24372892","0.0","2","7","false","兪宗","17.5","2","0","0","0.65523123","false","0","兪宗","10114","0.825","PERSON"
"3.97621622","1.794E-5","0.25149538","0.0","3","6","false","周君","16.0","3","0","0","0.66930931","false","0","周君","117098","0.46875","PERSON"
"3.49535135","3.3E-6","0.28609427","0.0","2","7","false","韓少懷","513.5","2","0","0","0.72273874","false","0","韓少懷","7474","0.51147705","PERSON"
"3.19308108","0.0023","0.31317714","0.0","24","7","false","四明公所分醫局","63.75","24","0","0","0.75632432","false","0","四明公所分醫局","8156632","0.10763293","ORG"
"3.49535135","3.3E-6","0.28609427","0.0","2","7","false","岑仰良","513.5","2","0","0","0.72273874","false","0","岑仰良","7474","0.51147705","PERSON"
"3.12475676","7.926E-4","0.32002491","0.0","47","7","false","根壽堂","48.9787234","47","0","0","0.76391592","false","0","根壽堂","11343260","0.07531982","ORG"
"3.49535135","3.3E-6","0.28609427","0.0","2","7","false","周少農","513.5","2","0","0","0.72273874","false","0","周少農","7474","0.51147705","PERSON"
"3.49535135","3.3E-6","0.28609427","0.0","3","7","false","朱竹坪","513.5","3","0","1","0.72273874","false","0","朱竹坪","7474","0.51147705","PERSON"
"3.49535135","3.3E-6","0.28609427","0.0","2","7","false","張紫棠","513.5","2","0","0","0.72273874","false","0","張紫棠","7474","0.51147705","PERSON"
"3.49535135","3.3E-6","0.28609427","0.0","2","7","false","吳伯章","513.5","2","0","0","0.72273874","false","0","吳伯章","7474","0.51147705","PERSON"
"3.49535135","3.3E-6","0.28609427","0.0","2","7","false","朱芸齋","513.5","2","0","0","0.72273874","false","0","朱芸齋","7474","0.51147705","PERSON"
"3.88064865","4.6787E-4","0.25768888","0.0","13","6","false","葉樹德堂","33.61538462","13","0","0","0.67992793","false","0","葉樹德堂","16919898","0.16725838","ORG"
"3.49535135","3.3E-6","0.28609427","0.0","4","7","false","李文瀾","513.5","4","0","1","0.72273874","false","0","李文瀾","7474","0.51147705","PERSON"
"3.49535135","3.3E-6","0.28609427","0.0","3","7","false","岑曙嵐","513.5","3","0","1","0.72273874","false","0","岑曙嵐","7474","0.51147705","PERSON"
"3.49535135","3.3E-6","0.28609427","0.0","3","7","false","陳偉生","513.5","3","0","1","0.72273874","false","0","陳偉生","7474","0.51147705","PERSON"
"3.49535135","3.3E-6","0.28609427","0.0","3","7","false","吕孟卿","513.5","3","0","1","0.72273874","false","0","吕孟卿","7474","0.51147705","PERSON"
"3.49535135","3.3E-6","0.28609427","0.0","3","7","false","李君意","513.5","3","0","1","0.72273874","false","0","李君意","7474","0.51147705","PERSON"
"4.09210811","8.8308E-4","0.24437282","0.0","42","7","false","董事","11.82926829","42","0","1","0.65643243","false","0","董事","7774678","0.1061693","ORG"
"3.49535135","3.3E-6","0.28609427","0.0","2","7","false","巢仰峰","513.5","2","0","0","0.72273874","false","0","巢仰峰","7474","0.51147705","PERSON"
"3.49535135","3.3E-6","0.28609427","0.0","3","7","false","徐宗揚","513.5","3","0","1","0.72273874","false","0","徐宗揚","7474","0.51147705","PERSON"
"3.9052973","0.00522264","0.25606245","0.0","24","6","false","四明銀行","16.625","24","0","0","0.67718919","true","0","四明銀行","65179044","0.08680556","ORG"
"4.90508108","0.0","0.20387023","0.0","1","7","false","馮吕卜","24.0","1","0","0","0.5661021","true","0","馮吕卜","0","0.0","PERSON"
"4.45318919","1.342E-5","0.22455817","0.0","3","7","false","孫衡甫","31.33333333","3","0","0","0.61631231","true","0","孫衡甫","192662","0.5617284","PERSON"
"4.90508108","0.0","0.20387023","0.0","1","7","false","嚴漁","24.0","1","0","0","0.5661021","true","0","嚴漁","0","0.0","PERSON"
"4.90508108","0.0","0.20387023","0.0","1","7","false","李嚴孫","24.0","1","0","0","0.5661021","true","0","李嚴孫","0","0.0","PERSON"
"4.90508108","0.0","0.20387023","0.0","1","7","false","傅筱","24.0","1","0","0","0.5661021","true","0","傅筱","0","0.0","PERSON"
"3.13772973","0.00179876","0.31870176","0.0","64","7","false","根義","44.75438596","64","0","7","0.76247447","false","0","根義","35186120","0.06967259","ORG"
"4.90508108","0.0","0.20387023","0.0","1","7","false","葵賚民","24.0","1","0","0","0.5661021","true","0","葵賚民","0","0.0","PERSON"
"4.90508108","0.0","0.20387023","0.0","1","7","false","倪寳田","24.0","1","0","0","0.5661021","true","0","倪寳田","0","0.0","PERSON"
"4.90508108","0.0","0.20387023","0.0","1","7","false","蘇寳善","24.0","1","0","0","0.5661021","true","0","蘇寳善","0","0.0","PERSON"
"4.90508108","0.0","0.20387023","0.0","1","7","false","沈洪來","24.0","1","0","0","0.5661021","true","0","沈洪來","0","0.0","PERSON"
"4.90508108","0.0","0.20387023","0.0","1","7","false","劉梯青","24.0","1","0","0","0.5661021","true","0","劉梯青","0","0.0","PERSON"
"3.10356757","0.00963051","0.32220984","0.0","40","7","false","董事局","26.275","40","0","0","0.76627027","false","0","董事局","24552320","0.03835357","ORG"
"4.90508108","0.0","0.20387023","0.0","1","7","false","朱説記","24.0","1","0","0","0.5661021","true","0","朱説記","0","0.0","PERSON"
"4.54702703","1.412E-5","0.21992392","0.0","8","7","false","嚴漁三","7.25","8","0","0","0.60588589","true","0","嚴漁三","254330","0.24038462","PERSON"
"4.90508108","0.0","0.20387023","0.0","1","7","false","傳筱","24.0","1","0","0","0.5661021","true","0","傳筱","0","0.0","PERSON"
"3.2","2.4661E-4","0.3125","0.0","11","7","false","四明長生同仁會","109.45454545","11","0","0","0.75555556","false","0","四明長生同仁會","2130856","0.18444651","ORG"
"3.30897297","0.00339892","0.30220857","0.0","27","6","false","徐文明","85.69230769","27","0","1","0.74344745","false","0","徐文明","28638646","0.06791685","PERSON"
"3.20432432","1.2847E-4","0.31207827","0.0","8","7","false","一恕堂","179.25","8","0","0","0.75507508","false","0","一恕堂","1165956","0.30679862","ORG"
"4.01081081","8.12E-6","0.24932615","0.0","3","8","false","翁痌瘝","47.66666667","3","0","0","0.66546547","false","0","翁痌瘝","100562","0.37037037","PERSON"
"2.80605405","0.03428288","0.35637232","0.0","310","6","false","嚴信厚","31.98461538","310","0","25","0.79932733","false","0","嚴信厚","169307404","0.0151811","PERSON"
"3.15848649","0.0031724","0.31660734","0.0","105","6","false","龔心銘","53.90697674","105","0","10","0.76016817","false","0","龔心銘","37058090","0.03599114","PERSON"
"2.75848649","0.03275876","0.36251764","0.0","232","6","false","施則敬","45.57297297","232","0","25","0.80461261","false","0","施則敬","203662282","0.02005984","PERSON"
"2.21837838","0.31765279","0.45077973","0.0","687","6","false","朱葆三","25.92294221","687","0","57","0.86462462","true","0","朱葆三","1147580638","0.00812616","PERSON"
"3.21513514","9.502E-5","0.31102892","0.0","8","7","false","四明長生會","151.375","8","0","0","0.75387387","false","0","四明長生會","251534","0.26381579","ORG"
"3.10832432","0.00735434","0.32171675","0.0","158","6","false","唐榮俊","39.30147059","158","0","12","0.76574174","false","0","唐榮俊","51538124","0.02548335","PERSON"
"2.94010811","0.01287219","0.34012355","0.0","205","6","false","葉貽釗","44.7245509","205","0","18","0.78443243","false","0","葉貽釗","125358984","0.02381511","PERSON"
"3.59610811","0.00827598","0.2780784","0.0","51","6","false","朱葆三 君","28.7173913","51","0","4","0.71154354","true","0","朱葆三 君","63383782","0.04558781","PERSON"
"3.82183784","3.77E-5","0.26165422","0.0","2","7","false","三三七九","83.5","2","0","0","0.68646246","false","0","三三七九","536116","0.55369128","ORG"
"2.86054054","0.07661704","0.34958428","0.0","127","6","false","沈仲禮","32.67768595","127","0","5","0.79327327","true","0","沈仲禮","537719454","0.01563558","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","蔚霞","35.55555556","9","0","0","0.68021622","false","0","蔚霞","2941032","0.19746032","PERSON"
"4.58032432","4.982E-5","0.21832515","0.0","18","7","false","四維堂","11.27777778","18","0","0","0.60218619","false","0","四維堂","132884","0.20975057","ORG"
"3.37340541","2.7957E-4","0.29643635","0.0","18","7","false","祝蘭","114.21428571","18","0","2","0.73628829","false","0","祝蘭","2033388","0.0970963","PERSON"
"3.19610811","7.601E-5","0.31288053","0.0","12","7","false","三井","105.25","12","0","0","0.75598799","false","0","三井","872170","0.17521008","ORG"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","夏厘士","35.55555556","9","0","0","0.68021622","false","0","夏厘士","2941032","0.19746032","PERSON"
"3.36864865","3.9002E-4","0.29685494","0.0","21","7","false","周兆詠","107.84210526","21","0","2","0.73681682","false","0","周兆詠","4060356","0.08750377","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","何明生君","35.55555556","9","0","0","0.68021622","false","0","何明生君","2941032","0.19746032","PERSON"
"3.18918919","0.00313295","0.31355932","0.0","131","7","false","陳善亭","53.94174757","131","0","14","0.75675676","false","0","陳善亭","50233150","0.03730919","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","陳振聲君","35.55555556","9","0","0","0.68021622","false","0","陳振聲君","2941032","0.19746032","PERSON"
"3.44216216","9.294E-5","0.29051508","0.0","6","7","false","李雪慶","205.0","6","0","0","0.72864865","false","0","李雪慶","529068","0.18959108","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","王竹銘君","35.55555556","9","0","0","0.68021622","false","0","王竹銘君","2941032","0.19746032","PERSON"
"3.28302703","8.3355E-4","0.30459694","0.0","42","7","false","韓山","77.03125","42","0","4","0.74633033","false","0","韓山","9461400","0.05848558","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","何立卿君","35.55555556","9","0","0","0.68021622","false","0","何立卿君","2941032","0.19746032","PERSON"
"3.02745946","0.00599461","0.33030996","0.0","112","6","false","徐貫雲","56.27472527","112","0","10","0.77472673","false","0","徐貫雲","66312058","0.03204332","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","周仰山君","35.55555556","9","0","0","0.68021622","false","0","周仰山君","2941032","0.19746032","PERSON"
"3.85945946","8.194E-5","0.25910364","0.0","3","7","false","蒙　仕商","46.0","3","0","0","0.68228228","false","0","蒙　仕商","1230670","0.375","ORG"
"3.16367568","0.00466594","0.31608803","0.0","99","7","false","譚幹臣","54.01298701","99","0","9","0.75959159","false","0","譚幹臣","56585360","0.03616166","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","唐華九君","35.55555556","9","0","0","0.68021622","false","0","唐華九君","2941032","0.19746032","PERSON"
"3.28086486","9.4306E-4","0.30479768","0.0","33","7","false","胡綏之","74.28571429","33","0","3","0.74657057","false","0","胡綏之","9214560","0.05581547","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","賈典記君","35.55555556","9","0","0","0.68021622","false","0","賈典記君","2941032","0.19746032","PERSON"
"3.09621622","8.4896E-4","0.32297486","0.0","61","7","false","蓮笙","52.52459016","61","0","0","0.76708709","false","0","蓮笙","19247848","0.07842403","ORG"
"3.23805405","0.00142498","0.30882746","0.0","61","7","false","陳志雲","60.41176471","61","0","5","0.75132733","false","0","陳志雲","18675864","0.04371727","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","周步雲君","35.55555556","9","0","0","0.68021622","false","0","周步雲君","2941032","0.19746032","PERSON"
"3.04389189","0.00459811","0.32852678","0.0","105","7","false","根義堂","40.28125","105","0","8","0.7729009","false","0","根義堂","80996320","0.05751281","ORG"
"3.04475676","0.00914663","0.32843346","0.0","116","7","false","祝大椿","53.75961538","116","0","6","0.7728048","false","0","祝大椿","71469102","0.03121871","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","董桂庭君","35.55555556","9","0","0","0.68021622","false","0","董桂庭君","2941032","0.19746032","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","唐紀常君","35.55555556","9","0","0","0.68021622","false","0","唐紀常君","2941032","0.19746032","PERSON"
"3.2012973","0.0049849","0.31237336","0.0","105","7","false","韓山曦","61.45783133","105","0","13","0.75541141","false","0","韓山曦","122025592","0.04309183","PERSON"
"3.09621622","8.4896E-4","0.32297486","0.0","61","7","false","三祝","52.52459016","61","0","0","0.76708709","false","0","三祝","19247848","0.07842403","ORG"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","任炳榮君","35.55555556","9","0","0","0.68021622","false","0","任炳榮君","2941032","0.19746032","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","勉卿","117.69565217","23","0","0","0.72735135","false","0","勉卿","676280","0.11318686","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","葉子綬君","35.55555556","9","0","0","0.68021622","false","0","葉子綬君","2941032","0.19746032","PERSON"
"3.24497297","0.00223731","0.30816898","0.0","51","7","false","王竹銘","87.68085106","51","0","4","0.75055856","false","0","王竹銘","33388604","0.06435104","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","派加君","35.55555556","9","0","0","0.68021622","false","0","派加君","2941032","0.19746032","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","吳志記","117.69565217","23","0","0","0.72735135","false","0","吳志記","676280","0.11318686","PERSON"
"3.87805405","1.2681E-4","0.25786128","0.0","9","7","false","楊恆記","35.55555556","9","0","0","0.68021622","false","0","楊恆記","2941032","0.19746032","PERSON"
"3.00151351","0.01350905","0.33316525","0.0","105","7","false","蘇寳森","65.56976744","105","0","10","0.77760961","false","0","蘇寳森","170420150","0.03617354","PERSON"
"3.21297297","2.2028E-4","0.31123822","0.0","13","7","false","國務院","56.61538462","13","0","0","0.75411411","false","0","國務院","654350","0.09757085","ORG"
"3.36345946","4.2838E-4","0.29731293","0.0","28","7","false","王松堂","115.6","28","0","2","0.73739339","false","0","王松堂","4810732","0.10315032","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","周善士","117.69565217","23","0","0","0.72735135","false","0","周善士","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","張鴻記","117.69565217","23","0","0","0.72735135","false","0","張鴻記","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","鐵卿","117.69565217","23","0","0","0.72735135","false","0","鐵卿","676280","0.11318686","PERSON"
"3.05340541","0.01018987","0.32750319","0.0","127","6","false","周湘雲","58.31428571","127","0","10","0.77184384","false","0","周湘雲","147238432","0.03456833","PERSON"
"3.30335135","8.4874E-4","0.30272287","0.0","35","7","false","劉東峰","101.82857143","35","0","0","0.74407207","false","0","劉東峰","18381730","0.08059838","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","何罔極","117.69565217","23","0","0","0.72735135","false","0","何罔極","676280","0.11318686","PERSON"
"4.58032432","4.982E-5","0.21832515","0.0","18","7","false","園君","11.27777778","18","0","0","0.60218619","false","0","園君","132884","0.20975057","ORG"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","子復泰","117.69565217","23","0","0","0.72735135","false","0","子復泰","676280","0.11318686","PERSON"
"3.45081081","2.3378E-4","0.28978697","0.0","32","7","false","陳子敬","97.13333333","32","0","2","0.72768769","false","0","陳子敬","4687068","0.09324281","PERSON"
"3.21643243","0.00171464","0.31090347","0.0","32","7","false","蘇成記","118.20689655","32","0","3","0.75372973","false","0","蘇成記","13175282","0.07930101","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","章明甫","117.69565217","23","0","0","0.72735135","false","0","章明甫","676280","0.11318686","PERSON"
"3.00367568","0.005283","0.33292542","0.0","69","7","false","趙馥疇","83.05357143","69","0","7","0.77736937","false","0","趙馥疇","41835848","0.04461858","PERSON"
"3.15675676","0.00820351","0.31678082","0.0","67","6","false","朱衡齋","84.45","67","0","5","0.76036036","false","0","朱衡齋","92117540","0.05515532","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","阿瑞棠","117.69565217","23","0","0","0.72735135","false","0","阿瑞棠","676280","0.11318686","PERSON"
"3.38551351","0.00557957","0.29537617","0.0","26","7","false","徐乾麟","108.57692308","26","0","0","0.73494294","false","0","徐乾麟","39273404","0.09744287","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","葉鐵卿","117.69565217","23","0","0","0.72735135","false","0","葉鐵卿","676280","0.11318686","PERSON"
"3.872","2.747E-5","0.25826446","0.0","4","6","false","鑒頃","49.5","4","0","0","0.68088889","false","0","鑒頃","118958","0.32550336","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","殷侣樵","117.69565217","23","0","0","0.72735135","false","0","殷侣樵","676280","0.11318686","PERSON"
"3.20302703","6.6884E-4","0.31220467","0.0","15","7","false","土政府","46.26666667","15","0","0","0.75521922","false","0","土政府","3110492","0.07872464","ORG"
"3.43264865","0.00109396","0.29132023","0.0","27","7","false","葉愼齋","102.55555556","27","0","0","0.72970571","false","0","葉愼齋","9629594","0.09553674","PERSON"
"3.872","2.747E-5","0.25826446","0.0","4","6","false","鑒泗","49.5","4","0","0","0.68088889","false","0","鑒泗","118958","0.32550336","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","張茂章","117.69565217","23","0","0","0.72735135","false","0","張茂章","676280","0.11318686","PERSON"
"3.23286486","0.0013255","0.30932317","0.0","24","7","false","唐虞卿","131.125","24","0","0","0.7519039","false","0","唐虞卿","8526842","0.0900519","PERSON"
"3.83610811","6.3129E-4","0.26068087","0.0","9","6","false","德皇","39.66666667","9","0","0","0.68487688","false","0","德皇","11364808","0.17185185","PERSON"
"3.31372973","0.0049749","0.30177476","0.0","44","7","false","葉鴻英","86.71052632","44","0","5","0.74291892","false","0","葉鴻英","139475274","0.07294513","PERSON"
"3.872","2.747E-5","0.25826446","0.0","4","6","false","奥谷斯特韋廉","49.5","4","0","0","0.68088889","false","0","奥谷斯特韋廉","118958","0.32550336","PERSON"
"3.36345946","4.2838E-4","0.29731293","0.0","25","7","false","傅筱安","115.6","25","0","0","0.73739339","false","0","傅筱安","4810732","0.10315032","PERSON"
"3.65708108","0.00273958","0.27344212","0.0","44","7","false","蘇商體育會","9.43181818","44","0","0","0.70476877","false","0","蘇商體育會","51458404","0.06799853","ORG"
"3.872","2.747E-5","0.25826446","0.0","4","6","false","維多利亞魯易","49.5","4","0","0","0.68088889","false","0","維多利亞魯易","118958","0.32550336","PERSON"
"3.33578378","0.00501364","0.29977962","0.0","57","7","false","王海帆","77.34","57","0","5","0.74046847","false","0","王海帆","60344364","0.06393635","PERSON"
"3.08237838","0.0034432","0.3244248","0.0","30","7","false","陳幼香","120.43333333","30","0","0","0.76862462","true","0","陳幼香","27803766","0.07113361","PERSON"
"3.872","2.747E-5","0.25826446","0.0","4","6","false","周自齊","49.5","4","0","0","0.68088889","false","0","周自齊","118958","0.32550336","PERSON"
"3.43697297","0.00106249","0.2909537","0.0","26","7","false","周俊生","106.76923077","26","0","0","0.72922523","false","0","周俊生","33284366","0.10063676","PERSON"
"3.872","2.747E-5","0.25826446","0.0","4","6","false","祺瑞","49.5","4","0","0","0.68088889","false","0","祺瑞","118958","0.32550336","PERSON"
"3.40756757","5.2365E-4","0.29346447","0.0","25","7","false","周仰山","109.88","25","0","0","0.73249249","false","0","周仰山","9917642","0.10389313","PERSON"
"3.872","2.747E-5","0.25826446","0.0","4","6","false","胡惟德","49.5","4","0","0","0.68088889","false","0","胡惟德","118958","0.32550336","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","朱琪祥","117.69565217","23","0","0","0.72735135","false","0","朱琪祥","676280","0.11318686","PERSON"
"3.872","2.747E-5","0.25826446","0.0","4","6","false","烏珍","49.5","4","0","0","0.68088889","false","0","烏珍","118958","0.32550336","PERSON"
"3.34616216","4.8384E-4","0.29884983","0.0","25","7","false","陳泮林","116.64","25","0","0","0.73931532","false","0","陳泮林","8495136","0.09909169","PERSON"
"3.872","2.747E-5","0.25826446","0.0","4","6","false","曹汝霖","49.5","4","0","0","0.68088889","false","0","曹汝霖","118958","0.32550336","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","曹昌猷","117.69565217","23","0","0","0.72735135","false","0","曹昌猷","676280","0.11318686","PERSON"
"3.09275676","0.00127564","0.32333613","0.0","73","7","false","培德堂","51.23188406","73","0","4","0.76747147","false","0","培德堂","22999788","0.07645644","ORG"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","沈察甫","117.69565217","23","0","0","0.72735135","false","0","沈察甫","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","朱仲弼","117.69565217","23","0","0","0.72735135","false","0","朱仲弼","676280","0.11318686","PERSON"
"3.43827027","0.00194287","0.29084392","0.0","30","7","false","唐華九","91.36666667","30","0","0","0.72908108","false","0","唐華九","24831734","0.08731079","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","康錫章","117.69565217","23","0","0","0.72735135","false","0","康錫章","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","錢坤瑜","117.69565217","23","0","0","0.72735135","false","0","錢坤瑜","676280","0.11318686","PERSON"
"3.22724324","0.00187069","0.30986199","0.0","52","7","false","何立卿","92.71111111","52","0","5","0.75252853","false","0","何立卿","26704300","0.06650552","PERSON"
"3.32583784","0.00242454","0.30067611","0.0","38","7","false","孫楚琴","99.48571429","38","0","3","0.74157357","false","0","孫楚琴","32967712","0.08304023","PERSON"
"3.30335135","8.4874E-4","0.30272287","0.0","35","7","false","陳靜齋","101.82857143","35","0","0","0.74407207","false","0","陳靜齋","18381730","0.08059838","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","24","7","false","譚同興","117.69565217","24","0","1","0.72735135","false","0","譚同興","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","朱仲記","117.69565217","23","0","0","0.72735135","false","0","朱仲記","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","顧企安","117.69565217","23","0","0","0.72735135","false","0","顧企安","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","楊慶和","117.69565217","23","0","0","0.72735135","false","0","楊慶和","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","袁氣大","117.69565217","23","0","0","0.72735135","false","0","袁氣大","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","朱維新","117.69565217","23","0","0","0.72735135","false","0","朱維新","676280","0.11318686","PERSON"
"3.40194595","0.00179962","0.29394941","0.0","41","7","false","邵榮椿","84.95","41","0","1","0.73311712","false","0","邵榮椿","20314302","0.07502234","PERSON"
"3.21297297","2.7974E-4","0.31123822","0.0","10","7","false","蘇垣恆孚銀樓","111.4","10","0","0","0.75411411","false","0","蘇垣恆孚銀樓","1036836","0.19267016","ORG"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","錢庠","117.69565217","23","0","0","0.72735135","false","0","錢庠","676280","0.11318686","PERSON"
"4.37578378","2.579E-5","0.22853049","0.0","14","7","false","格羅","30.71428571","14","0","0","0.62491291","false","0","格羅","131432","0.32653061","ORG"
"3.29859459","9.4728E-4","0.30315941","0.0","64","7","false","梁煥南","75.38888889","64","0","4","0.7446006","false","0","梁煥南","13408330","0.05932128","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","鄭應肇棠","117.69565217","23","0","0","0.72735135","false","0","鄭應肇棠","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","毛祝三","117.69565217","23","0","0","0.72735135","false","0","毛祝三","676280","0.11318686","PERSON"
"3.45383784","4.934E-5","0.28953299","0.0","23","7","false","張桂卿","117.69565217","23","0","0","0.72735135","false","0","張桂卿","676280","0.11318686","PERSON"
"3.21254054","2.8707E-4","0.31128012","0.0","14","7","false","蘇垣恒孚銀樓","91.14285714","14","0","0","0.75416216","false","0","蘇垣恒孚銀樓","579468","0.15814536","ORG"
"3.27740541","0.00182664","0.30511941","0.0","91","7","false","周鴻孫","59.39240506","91","0","7","0.74695495","false","0","周鴻孫","25999128","0.04427021","PERSON"
"3.21427027","1.7812E-4","0.31111261","0.0","10","7","false","梁溪集慶堂","123.4","10","0","0","0.75396997","false","0","梁溪集慶堂","712614","0.21473684","ORG"
"3.62205405","1.0328E-4","0.27608644","0.0","7","7","false","葛蕃甫","113.83333333","7","0","1","0.70866066","false","0","葛蕃甫","1093962","0.20403858","PERSON"
"3.21037838","5.5909E-4","0.31148976","0.0","19","7","false","三角洋貨公","76.26315789","19","0","0","0.7544024","false","0","三角洋貨公","1035786","0.13204063","ORG"
"3.62335135","8.057E-5","0.27598759","0.0","4","7","false","汪仲安","215.66666667","4","0","1","0.70851652","false","0","汪仲安","1011030","0.38818565","PERSON"
"3.62335135","8.057E-5","0.27598759","0.0","3","7","false","吳乾源","215.66666667","3","0","0","0.70851652","false","0","吳乾源","1011030","0.38818565","PERSON"
"3.17102703","0.00154333","0.31535524","0.0","6","7","false","莫名","281.0","6","0","0","0.75877477","false","0","莫名","5080708","0.18348624","PERSON"
"3.18918919","3.7963E-4","0.31355932","0.0","11","7","false","蘇州商務總會","62.90909091","11","0","0","0.75675676","false","0","蘇州商務總會","1436628","0.10199191","ORG"
"3.62335135","8.057E-5","0.27598759","0.0","3","7","false","李氏求","215.66666667","3","0","0","0.70851652","false","0","李氏求","1011030","0.38818565","PERSON"
"3.21210811","2.441E-4","0.31132202","0.0","15","7","false","梅花館","75.73333333","15","0","0","0.75421021","false","0","梅花館","757966","0.13111111","ORG"
"3.62335135","8.057E-5","0.27598759","0.0","3","7","false","汪致慶","215.66666667","3","0","0","0.70851652","false","0","汪致慶","1011030","0.38818565","PERSON"
"3.62335135","8.057E-5","0.27598759","0.0","3","7","false","潤濤大和","215.66666667","3","0","0","0.70851652","false","0","潤濤大和","1011030","0.38818565","PERSON"
"3.49405405","3.14E-6","0.2862005","0.0","3","7","false","陳寳初","382.0","3","0","0","0.72288288","false","0","陳寳初","20446","0.37948207","PERSON"
"3.62335135","8.057E-5","0.27598759","0.0","3","7","false","賀棟生","215.66666667","3","0","0","0.70851652","false","0","賀棟生","1011030","0.38818565","PERSON"
"3.49405405","3.14E-6","0.2862005","0.0","3","7","false","江守玉","382.0","3","0","0","0.72288288","false","0","江守玉","20446","0.37948207","PERSON"
"3.62335135","8.057E-5","0.27598759","0.0","3","7","false","朱門","215.66666667","3","0","0","0.70851652","false","0","朱門","1011030","0.38818565","PERSON"
"3.49275676","2.017E-5","0.2863068","0.0","6","7","false","鮑維泉","197.5","6","0","0","0.72302703","false","0","鮑維泉","51760","0.19571713","PERSON"
"3.62335135","8.057E-5","0.27598759","0.0","3","7","false","蘇垣恒孚","215.66666667","3","0","0","0.70851652","false","0","蘇垣恒孚","1011030","0.38818565","PERSON"
"3.20475676","5.8194E-4","0.31203616","0.0","18","7","false","蘇州立興輸局","84.0","18","0","0","0.75502703","false","0","蘇州立興輸局","1552290","0.14535902","ORG"
"3.62335135","8.057E-5","0.27598759","0.0","3","7","false","汪炳勳","215.66666667","3","0","0","0.70851652","false","0","汪炳勳","1011030","0.38818565","PERSON"
"3.49405405","3.14E-6","0.2862005","0.0","3","7","false","葉新施","382.0","3","0","0","0.72288288","false","0","葉新施","20446","0.37948207","PERSON"
"3.13037838","0.00222859","0.3194502","0.0","27","7","false","無名","105.55","27","0","2","0.76329129","false","0","無名","7875878","0.06509963","PERSON"
