"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","Type"
"3.46767568","5.229E-5","0.2883776","0.0","4","7","false","唐榮後","288.5","4","0","0","0.72581381","false","0","唐榮後","230522","0.27617675","PERSON"
"3.10745946","8.5873E-4","0.32180629","0.0","25","6","false","泰盛思義堂","66.76","25","0","0","0.76583784","false","0","泰盛思義堂","12317930","0.09713442","ORG"
"3.20562162","5.1432E-4","0.31195198","0.0","13","7","false","鈴木正金銀行","53.76923077","13","0","0","0.75493093","true","0","鈴木正金銀行","3286968","0.09145447","ORG"
"3.43481081","1.6879E-4","0.29113685","0.0","27","7","false","李光琴","89.43478261","27","0","3","0.72946547","false","0","李光琴","1163270","0.07981479","PERSON"
"3.49535135","1.61E-6","0.28609427","0.0","2","7","false","翁贸孚","526.5","2","0","0","0.72273874","false","0","翁贸孚","6202","0.5244511","PERSON"
"3.19610811","0.00207099","0.31288053","0.0","76","7","false","徐俊良","63.46666667","76","0","7","0.75598799","false","0","徐俊良","27435358","0.04353078","PERSON"
"4.76064865","2.108E-5","0.21005541","0.0","13","8","false","銅元局","6.30769231","13","0","0","0.58215015","false","0","銅元局","31274","0.25274725","ORG"
"3.48756757","2.852E-5","0.2867328","0.0","6","7","false","老悅","209.83333333","6","0","0","0.7236036","false","0","老悅","231066","0.20595003","PERSON"
"3.49535135","1.61E-6","0.28609427","0.0","2","7","false","梅發","526.5","2","0","0","0.72273874","false","0","梅發","6202","0.5244511","PERSON"
"3.49535135","1.61E-6","0.28609427","0.0","2","7","false","全益昌","526.5","2","0","0","0.72273874","false","0","全益昌","6202","0.5244511","PERSON"
"3.65751351","7.875E-5","0.27340979","0.0","18","7","false","季雪巖","44.38888889","18","0","0","0.70472072","false","0","季雪巖","2272480","0.23202614","ORG"
"3.72237838","3.66E-5","0.26864545","0.0","14","7","false","泰興","50.28571429","14","0","0","0.69751351","false","0","泰興","708316","0.28991597","ORG"
"3.4732973","3.9206E-4","0.28791086","0.0","12","7","false","道憲","108.33333333","12","0","0","0.72518919","false","0","道憲","1979240","0.10440986","PERSON"
"3.49189189","2.669E-5","0.28637771","0.0","10","7","false","隠名氏","126.1","10","0","0","0.72312312","false","0","隠名氏","56658","0.1248503","PERSON"
"3.85902703","2.283E-5","0.25913268","0.0","10","7","false","呂義","49.2","10","0","0","0.68233033","false","0","呂義","486146","0.17275986","PERSON"
"3.49189189","2.669E-5","0.28637771","0.0","10","7","false","倪國權","126.1","10","0","0","0.72312312","false","0","倪國權","56658","0.1248503","PERSON"
"3.43567568","1.537E-4","0.29106356","0.0","23","7","false","戴季仁","87.71428571","23","0","1","0.72936937","false","0","戴季仁","964964","0.07826199","PERSON"
"3.95156757","7.77E-6","0.25306413","0.0","6","7","false","穌寳","47.66666667","6","0","0","0.67204805","false","0","穌寳","170386","0.28282828","PERSON"
"4.76713514","8.4E-7","0.20976959","0.0","9","8","false","錫堂","4.0","9","0","0","0.58142943","false","0","錫堂","72","1.0","ORG"
"3.20086486","2.1053E-4","0.31241556","0.0","9","7","false","泰西","119.66666667","9","0","0","0.75545946","false","0","泰西","1600700","0.20389462","ORG"
"3.49189189","2.669E-5","0.28637771","0.0","10","7","false","翁豐泰","126.1","10","0","0","0.72312312","false","0","翁豐泰","56658","0.1248503","PERSON"
"3.20216216","4.0105E-4","0.31228899","0.0","12","7","false","孫德蔭堂","104.5","12","0","0","0.75531532","false","0","孫德蔭堂","3224352","0.18","ORG"
"3.42616216","3.2038E-4","0.29187177","0.0","36","7","false","徐棣山","64.38235294","36","0","2","0.73042643","false","0","徐棣山","1800044","0.05674338","PERSON"
"3.48756757","3.734E-5","0.2867328","0.0","14","7","false","黃佐卿","128.83333333","14","0","1","0.7236036","false","0","黃佐卿","143662","0.12656766","PERSON"
"3.20648649","6.112E-4","0.31186784","0.0","28","7","false","錫金商會","37.35714286","28","0","0","0.75483483","false","0","錫金商會","1405530","0.06378446","ORG"
"2.94010811","0.00953152","0.34012355","0.0","59","6","false","洋務局","32.15789474","59","0","2","0.78443243","false","0","洋務局","75751414","0.03772142","ORG"
"3.38940541","2.3749E-4","0.295037","0.0","24","7","false","龐竹卿","90.89473684","24","0","1","0.73451051","false","0","龐竹卿","2608634","0.082776","PERSON"
"3.15891892","4.7345E-4","0.316564","0.0","19","6","false","學務總會","63.94736842","19","0","0","0.76012012","false","0","學務總會","6318182","0.10456373","ORG"
"3.45037838","1.0155E-4","0.28982329","0.0","17","7","false","湯蓮生","122.85714286","17","0","2","0.72773574","false","0","湯蓮生","715002","0.11272631","PERSON"
"3.49189189","2.669E-5","0.28637771","0.0","10","7","false","章佩　　月","126.1","10","0","0","0.72312312","false","0","章佩　　月","56658","0.1248503","PERSON"
"3.49145946","3.27E-5","0.28641318","0.0","13","7","false","董　信厚","116.18181818","13","0","1","0.72317117","false","0","董　信厚","70240","0.11495191","PERSON"
"3.49189189","2.669E-5","0.28637771","0.0","10","7","false","苑則敬","126.1","10","0","0","0.72312312","false","0","苑則敬","56658","0.1248503","PERSON"
"3.34313514","9.8414E-4","0.29912042","0.0","66","7","false","葉貽鑑","51.0","66","0","5","0.73965165","false","0","葉貽鑑","6459974","0.04152824","PERSON"
"3.49405405","1.395E-5","0.2862005","0.0","5","7","false","袁全","219.8","5","0","0","0.72288288","false","0","袁全","26100","0.21836327","PERSON"
"3.17491892","3.4977E-4","0.31496867","0.0","24","7","false","中和洋","56.04166667","24","0","0","0.75834234","false","0","中和洋","3673118","0.0906782","ORG"
"3.46810811","1.0419E-4","0.28834165","0.0","8","7","false","名氏","174.0","8","0","1","0.72576577","false","0","名氏","436104","0.16320755","PERSON"
"3.49145946","2.433E-5","0.28641318","0.0","9","7","false","陳　亭","155.55555556","9","0","0","0.72317117","false","0","陳　亭","72684","0.1539398","PERSON"
"3.17189189","3.1054E-4","0.31526926","0.0","20","7","false","安丹會","85.4","20","0","0","0.75867868","false","0","安丹會","4567596","0.13927393","ORG"
"3.46854054","6.165E-5","0.2883057","0.0","14","7","false","董蘭芳","129.69230769","14","0","1","0.72571772","false","0","董蘭芳","494584","0.12315053","PERSON"
"3.85297297","0.00121808","0.25953984","0.0","18","7","false","鐵路","12.27777778","18","0","0","0.683003","false","0","鐵路","18148428","0.09398148","ORG"
"3.40972973","1.1526E-4","0.29327838","0.0","5","7","false","韓潤","233.0","5","0","0","0.73225225","false","0","韓潤","1093208","0.22032289","PERSON"
"3.8707027","9.94E-6","0.25835102","0.0","2","7","false","陳英士　君","89.0","2","0","0","0.68103303","false","0","陳英士　君","106054","0.57142857","PERSON"
"3.49405405","1.395E-5","0.2862005","0.0","5","7","false","黃佐鄕","219.8","5","0","0","0.72288288","false","0","黃佐鄕","26100","0.21836327","PERSON"
"3.40972973","1.1526E-4","0.29327838","0.0","5","7","false","陳富齊","233.0","5","0","0","0.73225225","false","0","陳富齊","1093208","0.22032289","PERSON"
"3.8707027","9.94E-6","0.25835102","0.0","2","7","false","程君","89.0","2","0","0","0.68103303","false","0","程君","106054","0.57142857","PERSON"
"3.49405405","1.395E-5","0.2862005","0.0","6","7","false","翁　幹臣","219.8","6","0","1","0.72288288","false","0","翁　幹臣","26100","0.21836327","PERSON"
"3.40972973","1.1526E-4","0.29327838","0.0","5","7","false","馮德翁","233.0","5","0","0","0.73225225","false","0","馮德翁","1093208","0.22032289","PERSON"
"3.40972973","1.1526E-4","0.29327838","0.0","5","7","false","楊萬興","233.0","5","0","0","0.73225225","false","0","楊萬興","1093208","0.22032289","PERSON"
"3.8707027","9.94E-6","0.25835102","0.0","2","7","false","黃克强","89.0","2","0","0","0.68103303","false","0","黃克强","106054","0.57142857","PERSON"
"3.44908108","8.447E-5","0.2899323","0.0","9","7","false","蘇實森","176.375","9","0","1","0.72787988","false","0","蘇實森","619378","0.16119026","PERSON"
"3.48972973","2.335E-5","0.28655514","0.0","7","7","false","岑仙舟","197.71428571","7","0","0","0.72336336","false","0","岑仙舟","100346","0.19476662","PERSON"
"3.45037838","9.63E-5","0.28982329","0.0","15","7","false","龐竹","127.41666667","15","0","2","0.72773574","false","0","龐竹","701670","0.11672822","PERSON"
"3.53167568","3.7219E-4","0.28315171","0.0","10","6","false","鐵路公司","32.1","10","0","0","0.7187027","false","0","鐵路公司","4260696","0.14809524","ORG"
"3.45124324","8.833E-5","0.28975066","0.0","11","7","false","嚴信厚施","143.6","11","0","1","0.72763964","false","0","嚴信厚施","646380","0.13167128","PERSON"
"3.40972973","1.1526E-4","0.29327838","0.0","5","7","false","葉釗","233.0","5","0","0","0.73225225","false","0","葉釗","1093208","0.22032289","PERSON"
"3.21167568","5.5157E-4","0.31136394","0.0","16","7","false","安慶　　經源染織股份無限公司","48.5","16","0","0","0.75425826","false","0","安慶　　經源染織股份無限公司","4939160","0.08333333","ORG"
"3.1027027","0.00572632","0.32229965","0.0","149","7","false","中和洋行","37.72631579","149","0","35","0.76636637","false","0","中和洋行","46458550","0.05774578","ORG"
"4.11891892","1.1816E-4","0.24278215","0.0","3","7","false","鐵路公司董事","44.33333333","3","0","0","0.65345345","false","0","鐵路公司董事","2765124","0.40880503","ORG"
"3.2172973","0.00116879","0.31081989","0.0","6","7","false","黄佐卿","289.5","6","0","0","0.75363363","false","0","黄佐卿","3710060","0.19284759","PERSON"
"5.89708108","2.3E-7","0.16957542","0.0","3","9","false","鐵路總管理處","5.66666667","3","0","0","0.45587988","false","0","鐵路總管理處","78","0.77777778","ORG"
"3.34010811","3.6091E-4","0.29939151","0.0","18","7","false","祝源","136.4375","18","0","1","0.73998799","false","0","祝源","4037782","0.11497241","PERSON"
"3.21643243","1.97E-5","0.31090347","0.0","5","7","false","洪利房","199.6","5","0","0","0.75372973","false","0","洪利房","174152","0.34842105","ORG"
"3.70248649","2.7734E-4","0.27008876","0.0","19","7","false","鑄商會","12.94736842","19","0","0","0.69972372","false","0","鑄商會","1708748","0.11378446","ORG"
"3.09621622","8.4896E-4","0.32297486","0.0","61","7","false","宏大莊","52.52459016","61","0","0","0.76708709","false","0","宏大莊","19247848","0.07842403","ORG"
"4.04410811","1.85E-6","0.24727331","0.0","3","8","false","正月","89.66666667","3","0","0","0.66176577","false","0","正月","18320","0.4741533","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","孫問清","46.0","1","0","0","0.61030631","false","0","孫問清","0","0.0","PERSON"
"3.50745946","0.01481996","0.28510665","0.0","46","6","false","浙江旅滬公學","9.84782609","46","0","0","0.72139339","false","0","浙江旅滬公學","71736304","0.04153909","ORG"
"3.45427027","6.66E-5","0.28949675","0.0","7","7","false","周永普","292.4","7","0","2","0.7273033","false","0","周永普","603206","0.26956522","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","劉澄如","46.0","1","0","0","0.61030631","false","0","劉澄如","0","0.0","PERSON"
"3.81405405","1.4153E-4","0.26218821","0.0","2","7","false","龐清臣","117.0","2","0","0","0.68732733","false","0","龐清臣","619308","0.50877193","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","徐冠南","46.0","1","0","0","0.61030631","false","0","徐冠南","0","0.0","PERSON"
"3.15372973","0.00357668","0.31708488","0.0","23","7","false","隱名","124.10526316","23","0","1","0.7606967","false","0","隱名","20170798","0.07856111","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","姚慕蓮","46.0","1","0","0","0.61030631","false","0","姚慕蓮","0","0.0","PERSON"
"4.76064865","2.108E-5","0.21005541","0.0","13","8","false","長崎船廠","6.30769231","13","0","0","0.58215015","false","0","長崎船廠","31274","0.25274725","ORG"
"3.45427027","6.766E-5","0.28949675","0.0","5","7","false","戴委仁","292.6","5","0","0","0.7273033","false","0","戴委仁","610900","0.26975023","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","孫采丞","46.0","1","0","0","0.61030631","false","0","孫采丞","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","朱桂卿","46.0","1","0","0","0.61030631","false","0","朱桂卿","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","盧鴻滄","46.0","1","0","0","0.61030631","false","0","盧鴻滄","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","方樵荃","46.0","1","0","0","0.61030631","false","0","方樵荃","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","陶惺存","46.0","1","0","0","0.61030631","false","0","陶惺存","0","0.0","PERSON"
"3.49145946","7.75E-6","0.28641318","0.0","3","7","false","何瑞堂","429.33333333","3","0","0","0.72317117","false","0","何瑞堂","62742","0.42409241","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","劉楚薌","46.0","1","0","0","0.61030631","false","0","劉楚薌","0","0.0","PERSON"
"3.85643243","2.0773E-4","0.25930702","0.0","10","7","false","長沙公益公司","19.4","10","0","0","0.68261862","false","0","長沙公益公司","750772","0.15333333","ORG"
"4.50724324","0.0","0.22186511","0.0","1","7","false","陳海石","46.0","1","0","0","0.61030631","false","0","陳海石","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","沈迪民","46.0","1","0","0","0.61030631","false","0","沈迪民","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","田時霖","46.0","1","0","0","0.61030631","false","0","田時霖","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","楊振驤","46.0","1","0","0","0.61030631","false","0","楊振驤","0","0.0","PERSON"
"3.45427027","7.62E-5","0.28949675","0.0","6","7","false","董嚴信厚施則敬","288.8","6","0","1","0.7273033","false","0","董嚴信厚施則敬","601890","0.26623497","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","石積夫","46.0","1","0","0","0.61030631","false","0","石積夫","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","虞含章","46.0","1","0","0","0.61030631","false","0","虞含章","0","0.0","PERSON"
"3.1987027","3.1888E-4","0.31262674","0.0","11","7","false","長福祿","115.90909091","11","0","0","0.7556997","false","0","長福祿","1945352","0.1984613","ORG"
"3.32194595","6.5152E-4","0.30102838","0.0","38","7","false","李珊記","79.61290323","38","0","2","0.74200601","false","0","李珊記","7542652","0.06464877","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","杜亞泉","46.0","1","0","0","0.61030631","false","0","杜亞泉","0","0.0","PERSON"
"3.08583784","0.01162726","0.3240611","0.0","35","7","false","隱名氏","83.46666667","35","0","4","0.76824024","true","0","隱名氏","125130804","0.04914581","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","孫靄人","46.0","1","0","0","0.61030631","false","0","孫靄人","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","顧麟如","46.0","1","0","0","0.61030631","false","0","顧麟如","0","0.0","PERSON"
"3.49059459","1.678E-5","0.28648414","0.0","6","7","false","戴季","233.4","6","0","1","0.72326727","false","0","戴季","65814","0.23009901","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","王亦梅","46.0","1","0","0","0.61030631","false","0","王亦梅","0","0.0","PERSON"
"3.49059459","1.678E-5","0.28648414","0.0","5","7","false","韓潤　　孚","233.4","5","0","0","0.72326727","false","0","韓潤　　孚","65814","0.23009901","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","壽孝天","46.0","1","0","0","0.61030631","false","0","壽孝天","0","0.0","PERSON"
"3.2147027","1.8113E-4","0.31107076","0.0","9","7","false","長福祿壽","135.0","9","0","0","0.75392192","false","0","長福祿壽","695280","0.23508772","ORG"
"3.49059459","1.678E-5","0.28648414","0.0","5","7","false","徐　雲　幹","233.4","5","0","0","0.72326727","false","0","徐　雲　幹","65814","0.23009901","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","方椒","46.0","1","0","0","0.61030631","false","0","方椒","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","姚雨人","46.0","1","0","0","0.61030631","false","0","姚雨人","0","0.0","PERSON"
"3.45859459","1.0731E-4","0.28913478","0.0","10","7","false","俞順利","201.0","10","0","1","0.72682282","false","0","俞順利","691224","0.18518519","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","嚴濬","46.0","1","0","0","0.61030631","false","0","嚴濬","0","0.0","PERSON"
"3.49059459","1.678E-5","0.28648414","0.0","5","7","false","何端棠","233.4","5","0","0","0.72326727","false","0","何端棠","65814","0.23009901","PERSON"
"3.21556757","4.493E-5","0.31098709","0.0","4","7","false","宏育學堂","168.5","4","0","0","0.75382583","false","0","宏育學堂","278996","0.29232112","ORG"
"4.50724324","0.0","0.22186511","0.0","1","7","false","宋伯寅","46.0","1","0","0","0.61030631","false","0","宋伯寅","0","0.0","PERSON"
"3.35135135","5.5888E-4","0.2983871","0.0","37","7","false","王陽生","82.06666667","37","0","5","0.73873874","false","0","王陽生","5848960","0.06495726","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","毛安甫","46.0","1","0","0","0.61030631","false","0","毛安甫","0","0.0","PERSON"
"3.21513514","1.4081E-4","0.31102892","0.0","7","7","false","開森商務公所","148.85714286","7","0","0","0.75387387","false","0","開森商務公所","819052","0.25894421","ORG"
"3.21167568","3.5962E-4","0.31136394","0.0","16","7","false","宜拙軒","87.625","16","0","0","0.75425826","false","0","宜拙軒","1045042","0.15197368","ORG"
"4.50724324","0.0","0.22186511","0.0","1","7","false","徐仲可","46.0","1","0","0","0.61030631","false","0","徐仲可","0","0.0","PERSON"
"3.49059459","1.678E-5","0.28648414","0.0","5","7","false","黄福記","233.4","5","0","0","0.72326727","false","0","黄福記","65814","0.23009901","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","顧企","46.0","1","0","0","0.61030631","false","0","顧企","0","0.0","PERSON"
"3.30335135","0.00116118","0.30272287","0.0","36","7","false","孫復瑞","75.55882353","36","0","1","0.74407207","false","0","孫復瑞","20226252","0.0594568","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","陸吟生","46.0","1","0","0","0.61030631","false","0","陸吟生","0","0.0","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","洪宋齋","46.0","1","0","0","0.61030631","false","0","洪宋齋","0","0.0","PERSON"
"3.21167568","3.5962E-4","0.31136394","0.0","16","7","false","關中","87.625","16","0","0","0.75425826","false","0","關中","1045042","0.15197368","ORG"
"4.50724324","0.0","0.22186511","0.0","1","7","false","鍾憲鬯","46.0","1","0","0","0.61030631","false","0","鍾憲鬯","0","0.0","PERSON"
"3.4412973","8.164E-5","0.29058809","0.0","17","7","false","唐榮","131.8","17","0","1","0.72874474","false","0","唐榮","870798","0.12224299","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","劉綬蓀","46.0","1","0","0","0.61030631","false","0","劉綬蓀","0","0.0","PERSON"
"3.49059459","1.678E-5","0.28648414","0.0","5","7","false","後　貽釗","233.4","5","0","0","0.72326727","false","0","後　貽釗","65814","0.23009901","PERSON"
"4.50724324","0.0","0.22186511","0.0","1","7","false","費杏生","46.0","1","0","0","0.61030631","false","0","費杏生","0","0.0","PERSON"
"4.11891892","1.1816E-4","0.24278215","0.0","3","7","false","浙江興業銀行","44.33333333","3","0","0","0.65345345","true","0","浙江興業銀行","2765124","0.40880503","ORG"
"4.37578378","2.579E-5","0.22853049","0.0","14","7","false","密舍羅江海關","30.71428571","14","0","0","0.62491291","false","0","密舍羅江海關","131432","0.32653061","ORG"
"3.44648649","1.2102E-4","0.29015056","0.0","13","7","false","戴生","131.23076923","13","0","0","0.72816817","false","0","戴生","1360308","0.11936826","PERSON"
"4.70183784","5.8E-6","0.21268279","0.0","24","7","false","關道","8.125","24","0","0","0.58868468","false","0","關道","17020","0.7125","ORG"
"3.25924324","0.00104098","0.30681969","0.0","34","7","false","葉天德","78.66666667","34","0","1","0.74897297","false","0","葉天德","12914068","0.05736091","PERSON"
"3.25362162","0.00103397","0.30734981","0.0","37","7","false","汪萃利","84.82758621","37","0","4","0.7495976","false","0","汪萃利","11852436","0.06227904","PERSON"
"3.49491892","9.78E-6","0.28612967","0.0","3","7","false","路汝驥","344.33333333","3","0","0","0.72278679","false","0","路汝驥","15558","0.34264804","PERSON"
"3.91654054","5.6E-6","0.25532737","0.0","5","8","false","翁華興","97.4","5","0","0","0.67593994","false","0","翁華興","128476","0.30314465","PERSON"
"3.21210811","4.279E-4","0.31132202","0.0","15","7","false","富善堂","93.06666667","15","0","0","0.75421021","false","0","富善堂","920432","0.16152047","ORG"
"4.11891892","1.1816E-4","0.24278215","0.0","3","7","false","浙江鐵路公司","44.33333333","3","0","0","0.65345345","false","0","浙江鐵路公司","2765124","0.40880503","ORG"
"3.45340541","7.582E-5","0.28956925","0.0","8","7","false","胡綏","215.28571429","8","0","1","0.7273994","false","0","胡綏","630874","0.19822915","PERSON"
"3.49491892","9.78E-6","0.28612967","0.0","3","7","false","賈氏","344.33333333","3","0","0","0.72278679","false","0","賈氏","15558","0.34264804","PERSON"
"3.29254054","6.6332E-4","0.30371684","0.0","25","7","false","尹子卿","94.08333333","25","0","1","0.74527327","false","0","尹子卿","7914968","0.07238206","PERSON"
"3.49491892","9.78E-6","0.28612967","0.0","3","7","false","路丹","344.33333333","3","0","0","0.72278679","false","0","路丹","15558","0.34264804","PERSON"
"3.66227027","0.00309236","0.27305467","0.0","74","7","false","浙路","12.47297297","74","0","0","0.70419219","false","0","浙路","26788868","0.09722858","ORG"
"3.91654054","5.6E-6","0.25532737","0.0","5","8","false","張嘉鶴","97.4","5","0","0","0.67593994","false","0","張嘉鶴","128476","0.30314465","PERSON"
"3.49491892","9.78E-6","0.28612967","0.0","3","7","false","王輔臣","344.33333333","3","0","0","0.72278679","false","0","王輔臣","15558","0.34264804","PERSON"
"3.49491892","9.78E-6","0.28612967","0.0","3","7","false","劉冠廷","344.33333333","3","0","0","0.72278679","false","0","劉冠廷","15558","0.34264804","PERSON"
"3.49491892","9.78E-6","0.28612967","0.0","3","7","false","羅振全","344.33333333","3","0","0","0.72278679","false","0","羅振全","15558","0.34264804","PERSON"
"3.49491892","9.78E-6","0.28612967","0.0","3","7","false","董榮泰","344.33333333","3","0","0","0.72278679","false","0","董榮泰","15558","0.34264804","PERSON"
"3.4892973","1.212E-5","0.28659066","0.0","4","7","false","戴學蒓","297.5","4","0","0","0.72341141","false","0","戴學蒓","72172","0.29240631","PERSON"
"3.49491892","9.78E-6","0.28612967","0.0","3","7","false","陳桂生","344.33333333","3","0","0","0.72278679","false","0","陳桂生","15558","0.34264804","PERSON"
"3.21081081","2.2956E-4","0.31144781","0.0","6","7","false","防疫醫院","103.16666667","6","0","0","0.75435435","false","0","防疫醫院","798760","0.17614943","ORG"
"3.44518919","1.0576E-4","0.29025982","0.0","14","7","false","陳富齋","157.1","14","0","2","0.72831231","false","0","陳富齋","928200","0.14255708","PERSON"
"4.99718919","0.0","0.2001125","0.0","1","9","false","浙紹兪騰","9.0","1","0","0","0.55586787","false","0","浙紹兪騰","0","0.0","PERSON"
"3.43308108","1.3337E-4","0.29128354","0.0","12","7","false","戴運","135.81818182","12","0","1","0.72965766","false","0","戴運","1171380","0.12345987","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","王逸梅","13.0","7","0","0","0.57196396","false","0","王逸梅","42","1.0","PERSON"
"3.99740541","0.00173582","0.25016227","0.0","9","8","false","陳恒德堂","12.33333333","9","0","0","0.66695495","false","0","陳恒德堂","17688818","0.13178295","ORG"
"3.85513514","7.3947E-4","0.25939428","0.0","13","7","false","寕海　輪","15.76923077","13","0","0","0.68276276","false","0","寕海　輪","12174900","0.12307692","ORG"
"3.4892973","1.212E-5","0.28659066","0.0","4","7","false","蘇責森","297.5","4","0","0","0.72341141","false","0","蘇責森","72172","0.29240631","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","朱近思","13.0","7","0","0","0.57196396","false","0","朱近思","42","1.0","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","蔡芝黻","13.0","7","0","0","0.57196396","false","0","蔡芝黻","42","1.0","PERSON"
"4.99718919","0.0","0.2001125","0.0","1","9","false","邵穀華","9.0","1","0","0","0.55586787","false","0","邵穀華","0","0.0","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","韓竹","13.0","7","0","0","0.57196396","false","0","韓竹","42","1.0","PERSON"
"4.99718919","0.0","0.2001125","0.0","1","9","false","林純泉","9.0","1","0","0","0.55586787","false","0","林純泉","0","0.0","PERSON"
"3.4892973","1.212E-5","0.28659066","0.0","4","7","false","翁施德","297.5","4","0","0","0.72341141","false","0","翁施德","72172","0.29240631","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","郁承荃","13.0","7","0","0","0.57196396","false","0","郁承荃","42","1.0","PERSON"
"3.4892973","1.212E-5","0.28659066","0.0","4","7","false","成祥","297.5","4","0","0","0.72341141","false","0","成祥","72172","0.29240631","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","朱望仙","13.0","7","0","0","0.57196396","false","0","朱望仙","42","1.0","PERSON"
"3.65708108","0.00273958","0.27344212","0.0","44","7","false","陶業會所","9.43181818","44","0","0","0.70476877","false","0","陶業會所","51458404","0.06799853","ORG"
"3.4892973","1.212E-5","0.28659066","0.0","4","7","false","馬章瑞","297.5","4","0","0","0.72341141","false","0","馬章瑞","72172","0.29240631","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","姜允卿","13.0","7","0","0","0.57196396","false","0","姜允卿","42","1.0","PERSON"
"3.48021622","7.194E-5","0.28733847","0.0","18","7","false","朱全炳","97.6","18","0","1","0.72442042","false","0","朱全炳","332592","0.09433594","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","陳康泰","13.0","7","0","0","0.57196396","false","0","陳康泰","42","1.0","PERSON"
"3.48886486","1.97E-5","0.28662618","0.0","5","7","false","崔瑞記","240.4","5","0","0","0.72345946","false","0","崔瑞記","83222","0.23609467","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","顏玉樓","13.0","7","0","0","0.57196396","false","0","顏玉樓","42","1.0","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","黃安全","13.0","7","0","0","0.57196396","false","0","黃安全","42","1.0","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","姚慶生","13.0","7","0","0","0.57196396","false","0","姚慶生","42","1.0","PERSON"
"3.49189189","6.49E-6","0.28637771","0.0","2","7","false","翁泰昌","549.0","2","0","0","0.72312312","false","0","翁泰昌","42498","0.54257426","PERSON"
"4.85232432","1.5E-7","0.2060868","0.0","7","8","false","莊嘉庭","13.0","7","0","0","0.57196396","false","0","莊嘉庭","42","1.0","PERSON"
"3.49189189","6.49E-6","0.28637771","0.0","2","7","false","翁華","549.0","2","0","0","0.72312312","false","0","翁華","42498","0.54257426","PERSON"
"4.58032432","4.982E-5","0.21832515","0.0","18","7","false","寗商總會","11.27777778","18","0","0","0.60218619","false","0","寗商總會","132884","0.20975057","ORG"
"3.41448649","1.7188E-4","0.29286981","0.0","6","7","false","李忠福","236.5","6","0","0","0.73172372","false","0","李忠福","1138018","0.20657895","PERSON"
"4.10248649","0.0","0.24375461","0.0","1","8","false","唐　臣","95.0","1","0","0","0.65527928","false","0","唐　臣","0","0.0","PERSON"
"3.4547027","6.335E-5","0.28946051","0.0","4","7","false","史夢仙","318.25","4","0","0","0.72725526","false","0","史夢仙","490526","0.29347826","PERSON"
