DocId,Date,Title,Source
SPSP190701140401,19070114,夏口廳辱官公文,shunpao
SPSP190609200401,19060920,武陵縣親解要犯禹之謨湖南　　湘省拿獲要犯禹之謨交長沙府審訊收管己詳前報茲己由大憲擬定監禁罪名解赴靖州寄監收禁昨過常德府常郡士民頗滋驚擾經武陵縣廖大令當衆宣布謂禹之謨巳定監禁不日將遞解靖州並無牽累株連之　[...],shunpao
SPSP190707192001,19070719,訟案,shunpao
SPSP190708041901,19070804,錢莊受虧公禀滬道　　法界潤昌煤油號韓潤生欠源利莊往來銀三萬兩及房產押欵銀七萬數千兩源利莊以該號遷延不付曾控諸公庭懸案至今未結潤昌曾挽朱葆三出塲商懇源利莊願還現銀五萬兩出期票二萬兩源利未允日前向英公廨控　[...],shunpao
SPSP192305141417,19230514,寗紹商輪公司股東常會紀,shunpao
SPSP191704271101,19170427,師範生之參觀,shunpao
SPSP191607231001,19160723,本埠新聞調查黨人存儲之軍火,shunpao
SPSP191408211001,19140821,本埠新聞歐洲戰事之上海觀,shunpao
SPSP191611121001,19161112,本埠新聞電請副總統催復自治,shunpao
SPSP191709031101,19170903,集議日暉呢廠之債務,shunpao
SPSP191808311001,19180831,本埠新聞美人効力社會續紀,shunpao
SPSP191801011101,19180101,鎗决傷害包探之盜犯　　盜匪鄒春泉張玉盛岳德勝李曉峯紏黨范瑞卿,shunpao
SPSP191801051001,19180105,本埠新聞再紀修改稅則委員會成立大會之參列,shunpao
SPSP191712171101,19171217,日暉織呢廠又議出租　　上海總商會會長朱葆三沈聨芳曁會董謝衡牕等會同滬紳郭建侯籌措資本承租省有龍華日暉造呢廠試造毛絨線已分呈農商部省長公署核准指令滬海道尹邀集各債權人開會磋商復候核辦旋經王道尹邀集該廠債　[...],shunpao
SPSP191607091001,19160709,本埠新聞新銀角不能通用四誌,shunpao
SPSP191607291001,19160729,本埠新聞裁撤軍政執法處,shunpao
SPSP191112040501,19111204,再紀財政大會議　　十二日軍政府在張園開大會議已將略情登載昨報茲又抄得議案詳布於下　　是日一鐘閘北商團奉滬軍都督命令排隊而至繼而商餘學會書業珠寳業米荳業各商團先後蒞止自安愷悌洋房門首以及四周前後護衞嚴密　[...],shunpao
SPSP192005011416,19200501,怡和洋行宴會紀,shunpao
SPSP191812101001,19181210,本埠新聞陸徵祥覆張季直電,shunpao
SPSP191905151101,19190515,總商會昨日開會紀,shunpao
SPSP192310051501,19231005,本埠新聞二復日大學消息,shunpao
SPSP191708290601,19170829,要聞二日本各黨會之美禁鐵輸出觀　　日本造船業者對於美國之禁止,shunpao
SPSP191612101001,19161210,本埠新聞甯杭路舉行通車禮紀盛,shunpao
SPSP191908211001,19190821,本埠新聞南方反對王揖唐之表示　　平和通信,shunpao
SPSP191811211001,19181121,本埠新聞九誌慶祝戰功告成之盛况交涉公署之,shunpao
SPSP192311260201,19231126,時論,shunpao
SPSP191708260201,19170826,時評出兵,shunpao
SPSP191702190201,19170219,時評行將揭曉,shunpao
SPSP191803210201,19180321,時評南京病疫,shunpao
SPSP191304020101,19130402,論說大借欵合同草案第五條評論,shunpao
SPSP191812060201,19181206,時評無兵說,shunpao
SPSP191707200201,19170720,時評失望,shunpao
SPSP191811130201,19181113,時評平和之聲,shunpao
SPSP190604250201,19060425,中國圖書有限公司緣起代論敎育者國民之基礎也書籍者敎育之所藉以轉移者也是以數千年之國髓傳於經史五洲各國進化之程度僉視新書出版之多寡以爲衡今者科舉廢學校興著譯之業盛行羣起以赴敎育之的然而書籍之不注意何也書　[...],shunpao
SPSP190609100401,19060910,等同叩箇,shunpao
SPSP190904011801,19090401,各省籌辦諮議局舉行重選舉投票　　江蘇蘇屬,shunpao
SPSP192206181201,19220618,本埠新聞浙廢督與旅滬浙人,shunpao
SPSP192412030301,19241203,時評　　張作霖出京,shunpao
SPSP191805031001,19180503,本埠新聞三誌小販求免加捐之風潮昨日仍未一,shunpao
SPSP192001111001,19200111,本埠新聞要求市民權之昨訊,shunpao
SPSP191812300201,19181230,時評確定,shunpao
SPSP190801030301,19080103,路欵要聞旅漢浙人開曾集股續誌,shunpao
SPSP190710181501,19071018,｛｛衞生第一秘寶大隆大藥房秘製固精發胖丹專治夢遺滑精永不再洩服後數日卽覺神完氣足容顔肥白蓋精體充滿故也一試便知夫天上三寳日月星地下三寳水火風人中三寳精氣神腎爲北方之水精爲天一之源人身五臟六腑十二經絡賴　[...],shunpao
SPSP192411020716,19241102,招商局股東大會紀,shunpao
SPSP191610161001,19161016,本埠新聞華絲貿易之調查,shunpao
SPSP191610191001,19161019,本埠新聞辦理黨人善後之周折　　各省旅滬黨,shunpao
SPSP191501311001,19150131,本埠新聞,shunpao
SPSP191609041001,19160904,本埠新聞旅滬粤人關懷桑梓　　本埠廣肇公所,shunpao
SPSP191609111001,19160911,本埠新聞回復地方自治之討論　　江蘇縣員聯,shunpao
SPSP191808101101,19180810,寗波同鄉會募捐消息,shunpao
SPSP191804181101,19180418,海軍辦公時間之規定,shunpao
SPSP191712201001,19171220,本埠新聞交涉署歡宴日本海軍人員,shunpao
SPSP191702061001,19170206,本埠新聞星期一之金融調查,shunpao
SPSP191706221001,19170622,第三章本埠新聞浙江陜西取消獨立之知照,shunpao
SPSP191306070601,19130607,要聞二大學校風潮近狀,shunpao
SPSP191911051001,19191105,湖北水災圖,shunpao
SPSP191911051002,19191105,本埠新聞,shunpao
SPSP191911141101,19191114,湖北義賑會董事會紀事,shunpao
SPSP194112060701,19411206,馬尼刺成為　外僑撤退集中點　駐平美軍及荷均撤退　巴輸貟運必需品來滬　兩週內形勢如無變化英輸或可復航,shunpao
SPSP192609071501,19260907,本埠新聞二各團體追悼朱葆三之籌備,shunpao
SPSP192211270801,19221127,寳塔牌寳塔香煙至可寶貴任誰吸之津津有味　中國南洋兄弟煙艸公司鞠部樷刋空前宏著戲曲大觀●周劍雲先生主任編輯●二十四名人悉心合撰增廣材料重加校勘發售預約祇有四天了▲三十五萬言▲百餘幅小影▲銅版精印▲精緻非　[...],shunpao
SPSP191608121001,19160812,本埠新聞三誌離奇駭怪之烟土案　　庽居湖北,shunpao
SPSP192204231501,19220423,律師公會今日開評議會　　上海律師公會訂於二十三日,shunpao
SPSP191406201101,19140620,候查木作場抵欠,shunpao
SPSP191406211001,19140621,本埠新聞福建路之無軌電車,shunpao
SPSP191810260501,19181026,懷安施醫局特請陳伯成醫士毒門耑科花柳毒莫多於滬上而花柳毒藥之廣告亦遍貼通衢稍不審愼誤服假品或劇烈之劑以致殘廢終身痛苦萬狀殊堪深恨至貧苦小民因醫藥價昻而失治者尢堪憐憫同人等因于六馬路電車轉角處和興米店東　[...],shunpao
SPSP192008290301,19200829,時評談話,shunpao
SPSP194008030901,19400803,昨晨同一時間內　發生暴行案三起　白俄領袖梅思拉遭慘殺　義泰興經理沈錦洲被綁　環龍路上綁架未遂槍傷巡捕　　通來本埠綁架暗殺之案、層見迭出、昨日領事團正爲會議遏止政治性暴行、不料昨晨八時二十分甫陽路二零八　[...],shunpao
SPSP191610111001,19161011,本埠新聞國慶紀念之盛况　　本年陽曆十月十,shunpao
SPSP191602090101,19160209,本館定報價目中國境内　全年逐日寄大洋十二元　半年六元　日本全年十二元　半年六元　歐美各國全年十八元　半年九元　由西比利亞寄全年廿一元六角　半年十元零八角　報資先惠　郵票不收　[...],shunpao
SPSP191308030101,19130803,外論論中國西通大鐵道之重要附譯地訥氏說略,shunpao
SPSP192008150301,19200815,時評戰之餘波,shunpao
SPSP191811120201,19181112,時評祝歐洲大戰告成,shunpao
SPSP192010251001,19201025,申報第三張本埠新聞川軍復渝之滬聞　　孫仲,shunpao
SPSP191801170201,19180117,時評北派,shunpao
SPSP191803070201,19180307,時評奉軍逼京,shunpao
SPSP191803050201,19180305,時評外事益緊急,shunpao
SPSP191901100101,19190110,本館現在置有銅版部専製粗細照相銅版及鋅版鉛版等件質料精良價格公道且製造之法非特迅速又極優美　特此告申報館啓　28巳A中國郵政局特准掛號認爲新聞紙纇　OAP　NUHS　明治四十一年四月二十一日第三種郵便　[...],shunpao
SPSP191307170101,19130717,要件中俄商訂蒙事協約節要,shunpao
SPSP191506190101,19150619,譯述歐西報業舉要,shunpao
SPSP191411100101,19141110,遊記羗海雜誌,shunpao
SPSP191411220101,19141122,要件　　北蒙古與俄國之關係,shunpao
SPSP191612260201,19161226,時評暮氣,shunpao
SPSP191612310201,19161231,時評進退,shunpao
SPSP192008140301,19200814,時評統一問題,shunpao
SPSP191805190201,19180519,時評戰無可戰,shunpao
SPSP191712020201,19171202,時評停戰,shunpao
SPSP191803230201,19180323,時評共扶危局,shunpao
SPSP191812260201,19181226,時評地點尙未解决,shunpao
SPSP192012080201,19201208,時評毆議員,shunpao
SPSP191709110201,19170911,時評可惜,shunpao
SPSP192005121401,19200512,本埠新聞法公董局之交誼會　　昨晚七時半法,shunpao
SPSP190304131201,19030413,上海四馬路補天藥局虔修各種丸散膏丹夫人身一小天地也精於醫與大易鴻範相表裏補天之名良有以也本藥局主人惻隱爲懷關心疾苦舉凡丸散膏丹各種藥酒以及眞正馬寳人參鹿茸官燕毛燕之類靡不逾格遴選十分鄭重以期馳名海内近　[...],shunpao
SPSP190507290201,19050729,美使開送禁工條約　　六月十九日北京報云日前美公使將現擬續訂之禁工條約開送外部其約内條欵與外部及梁星使所擬之稿大爲不合大約仍持苛禁之主義者也　[...],shunpao
SPSP190701241701,19070124,汴撫委員購運馬步槍彈漢口　　汴撫張安帥近委候補知縣兪某來漢在兵工局定購馬步槍枝百餘桿彈子一萬四千顆刻已由江漢關道頒發護照照前往領取　[...],shunpao
SPSP190612280101,19061228,諭旨恭錄,shunpao
SPSP191004221401,19100422,忠吿耳聾同胞僕安徽合肥人也少　酒色過度兩耳時常鳴響或　或　小便頻數然於聽聞尙未　聰至前年忽然兩耳交聾與人談論但見齒露唇動未知所說何語常常不應慢客孰甚屢醫罔效心甚焦灼家叔素患耳聾去冬回鄉帶歸上海望平街大　[...],shunpao
SPSP192611272201,19261127,論電影演藝與﹁懺悔﹂中之演員毅　　電影表情不假方或器物之力能溢於眉宇是爲内心表演非久練者不工歐美明星近皆趨習此派故新出之電影每多近攝甚至僅攝面部者凡劇中人之喜怒哀樂盡情流需於面上或曰此易事也喜則微笑怒　[...],shunpao
SPSP192612311801,19261231,書畫訊　　書畫家顧青瑶女士遷寓青瑶女士山水篆學研練工深超渾絶俗下筆無論巨幀尺幅彌不揮洒自如氣韻魄力兼工並妙一洗從來閨秀纎弱之習且詩文跋記每著題語自抒靈警不襲窠臼尤爲三絶女士之法書寳繪久已藝林推重求者踵　[...],shunpao
SPSP192304301701,19230430,本埠新聞三裕新號今日開始廉價,shunpao
SPSP191608011001,19160801,本埠新聞江蘇地方維持會要電,shunpao
SPSP191608021101,19160802,第三區救火會之籌備,shunpao
SPSP191608041001,19160804,本埠新聞演講通俗敎育及軍事敎育,shunpao
SPSP191610011001,19161001,本埠新聞諮詢租借房屋之習惯　　上海地方審,shunpao
SPSP191609161001,19160916,本埠新聞投機事業之思患預防,shunpao
SPSP192110251501,19211025,一品香之籌賑宴會,shunpao
SPSP191604211001,19160421,本埠新聞官塲所得之蘇州消息,shunpao
SPSP191605311001,19160531,本埠新聞舉定總商會正副會長,shunpao
SPSP191408141101,19140814,借單紏葛,shunpao
SPSP191403231001,19140323,本埠新聞觀察使索還公廨管理權,shunpao
SPSP191609021001,19160902,本埠新聞縣議員聨合會之要函　　江蘇全省縣,shunpao
SPSP191611141001,19161114,本埠新聞棉業聯合會成立,shunpao
SPSP191707021101,19170702,寰球學生會之同樂會　　寰球中國學生會夜校前晚八時舉行第二次同樂會首由校長徐紉蓀報告此届同樂會係英文科二三四五級組織而成諸同學乗此考試方畢濟濟一堂興高采烈樂莫由此云云繼遂接演各技　[...],shunpao
SPSP191809111101,19180911,巡船留難酒船之反動,shunpao
SPSP191708151001,19170815,本埠新聞調查德人在滬之存欵,shunpao
SPSP191804131001,19180413,本埠新聞英人商會常年會紀事,shunpao
SPSP191806051001,19180605,本埠新聞再紀滬上新流行之病症　　英文滬報,shunpao
SPSP191801061101,19180106,白克路發生刦案,shunpao
SPSP191712151001,19171215,本埠新聞閩省電滬乞援紀聞,shunpao
SPSP191712281101,19171228,違犯烟禁之情虚,shunpao
SPSP191612241001,19161224,本埠新聞黄克强先生靈柩由滬回湘之盛况,shunpao
SPSP191612261001,19161226,本埠新聞雲南首義紀念日之慶祝盛况　　昨日,shunpao
SPSP191802061001,19180206,本埠新聞再誌强搶男子之黑幕　　匪徒鄭洪慶,shunpao
SPSP191803061001,19180306,本埠新聞六年度兩路營業之盈虧,shunpao
SPSP190006211001,19000621,匯豐銀行告白啓者本行收足資本洋一千萬元公積洋一千一百五十萬元另議定備用股本洋一千萬元總行開設在香港分行在倫敦厦門暹羅包帶維亞孟買加拉吉打古隆北福州荷蘭漢口神户長崎意陸伊羅禮容呂宋紐約檳榔冷宮西貢舊金山　[...],shunpao
SPSP191111171801,19111117,申報第二張第二版來稿鄞縣童慕祖上各軍政府條陳意見書,shunpao
SPSP191907151001,19190715,本埠新聞L]慶祝法國共和紀念之盛况　　昨,shunpao
SPSP194805170401,19480517,民食調配會本既定方針　無限制繼續拋米　今仍分組出動控制各業市場,shunpao
SPSP190310020301,19031002,黄堂鞫梟姑蘇采訪友人云蟠踞上海南匯交界處之北帮梟首鄧海青經飛划營快領哨李標勝都戎正邦獲諸崑山縣境唯亭附近月初某日狎解省垣寄禁長洲縣獄初七日代理蘇州府知府田紹伯太守奉藩司效述堂方伯飭提研訊遂於午後五點鐘　[...],shunpao
SPSP190302050301,19030205,白下鶯啼,shunpao
SPSP190209050901,19020905,上海縣署案,shunpao
SPSP190505271601,19050527,元請俟補都司後以遊擊仍留原省補用以上福建勸捐請奬尋常六員甘肅補用道江聨葑請加二品銜甘肅試用通判李支請俟得缺後以直隸州知州月甘肅試用府經歴謝幹年甘肅試用縣丞陳清灝枃請俟得缺後以知縣用不論雙單月選用縣丞甘　[...],shunpao
SPSP192210104701,19221010,人壽保險之傳奇郁賜　　人壽保險之傳奇者美人所著之書名以述彼邦保壽事業之發達情形者也距今不滿百年以前美國境内之保壽營業尙爲别國公司所獨攬其後美人之首先自組保壽公司者亦賴來自英格蘭及蘇格蘭之專門家以助其成　[...],shunpao
SPSP191804161001,19180416,本埠新聞葡總領事遇險犯案葡人子姪之暴行,shunpao
SPSP191801301001,19180130,本埠新聞美領事對於華商運貨往美之主張,shunpao
SPSP191707211101,19170721,道勝銀行上年股利及餘利,shunpao
SPSP189703030105,18970303,公議中國銀行大槪章程,shunpao
SPSP189811241201,18981124,光緒二十四年九月三十日京報全錄,shunpao
SPSP192802040401,19280204,本館要電,shunpao
SPSP191610121001,19161012,本埠新聞再誌國慶紀念之盛况　　江蘇省敎育,shunpao
SPSP192007090301,19200709,時評弄兵,shunpao
SPSP192107191801,19210719,衛生夏令衛生之兩大敵害  蔡行素　　人莫不愛其身又莫不喜健康而惡疾病獨於發生疾病之大敵大害任其孳生任其繁殖不思所以袪除之法此非大愚即係至惰每年夏秋之季疾病叢生雖或因受暑或因着凉而媒介疾病最毒最厲之蚊蠅　[...],shunpao
SPSP191603101101,19160310,婦人賣烟被獲再紀,shunpao
SPSP191509091101,19150909,來函德大紗廠來函,shunpao
SPSP191403040701,19140304,九江,shunpao
SPSP191809100501,19180910,名馳寰宇效騐無匹立止白帶丸本醫生家傳秘方精選上等原料藥材按秘方煉製立止白帶丸發行於世已届四載名馳寰宇功效卓著治愈婦女帶下之症已不可思議謝函證書片如雪來咸推謂善治婦女帶下之症無上聖藥也究婦女之受此病者皆　[...],shunpao
SPSP191804071101,19180407,人命案不能成立,shunpao
SPSP191812221001,19181222,本埠新聞日本聘請法國航空員,shunpao
SPSP192008240301,19200824,時評新舊之北京,shunpao
SPSP191901160201,19190116,時評喜信,shunpao
SPSP193311051301,19331105,趙慰先訴魏廷榮父子敎唆誣告妨害自由　　　第二特院昨日開審旁聽者極衆　因捕房律師參加法官認爲不合　—結果未能進行將改期審理—　　前法租界中華義勇隊總司令中法銀公司經理元泰洋貨號主魏廷榮、係已故滬上巨紳朱　[...],shunpao
SPSP192310300301,19231030,時論,shunpao
SPSP192609041301,19260904,本埠新聞本埠所得漢口消息,shunpao
SPSP191605280701,19160528,和局决裂後之魯聞　　山東和議旣行决裂　　復現　黨人果與軍隊决一雌雄戰禍必及濟南故各紳士等累日奔走苦心調和今旣無效則此後風雲變幻殊爲危險欲免波及除避地外無他法故邇來有作泰由遊者有作天津行者整理行裝非常忙　[...],shunpao
SPSP191712180101,19171218,遊記羗海雜誌,shunpao
SPSP191707140201,19170714,時評各盡其能力,shunpao
SPSP191803200201,19180320,舊曆戊午二月初八日,shunpao
SPSP192309051301,19230905,本埠新聞關於日本地震大災之昨訊　　招商局,shunpao
SPSP191709240201,19170924,時評出兵與軍隊,shunpao
SPSP191707070201,19170707,時評非調停,shunpao
SPSP191704180201,19170418,時評受賄案,shunpao
SPSP191704220201,19170422,時評權利,shunpao
SPSP191805020201,19180502,時評爲人着想,shunpao
SPSP191711230201,19171123,自露眞相,shunpao
SPSP191812220201,19181222,時評先决問題,shunpao
SPSP190703131701,19070313,伊籐侯回韓,shunpao
SPSP190706212001,19070621,上海官事　　候補道蘇品仁太湖水師統領副將毆陽成祥昨均到道拜會新任寳山縣竇鎮山到道禀見　本城守備杜步階由松回到道禀知　[...],shunpao
SPSP190803230501,19080323,蘇城烟膏三帮同業公叩,shunpao
SPSP190612120301,19061212,各部近狀彙誌京師　　農工商部已於十八日將勸工陳列所之物件進呈太后大爲加奬　　農工商部所定商標章程亦於十八日咨送外部　　農工商部擬辦藝徒學堂已於十八日出奏定於二十日開學　　度支部溥尙書聞下月初旬卽可到京　[...],shunpao
SPSP190610310301,19061031,補紀袁鐵两大臣彰德閱操情形　　初五日觀操情形是日袁鐵兩大臣皆戎服佩刀於早九點鐘乘火車由彰德啟節九點半鐘至湯陰西門外易車而騎繞城東南至五里村高埠處駐馬豫撫張安帥先至有頃中央審判官報告两軍馬隊搜案漸已逼近　[...],shunpao
SPSP190812020201,19081202,上諭,shunpao
SPSP189702270501,18970227,自辦真正俄國咖喇大呢發售啓者我俄國此項咖喇大呢向蒙仕商賞鑒久已馳名中國近有一種奸商專辦僞貨混充我俄國牌名徧售於中國口岸致購者爲其所愚我俄國機廠亦因而受害貽誤匪輕茲特辦到俄國名機眞正咖喇大呢親自剔選各色　[...],shunpao
SPSP191009022501,19100902,屢試屢騐痔瘡第一靈丹辦香廬驥靈先生有道僕多年痔患時而痛癢時而膿血行動旣多不便坐臥更覺不安閱報悉先生法製化痔仙丹功效甚奇奈僕曾服過各處馳名痔藥照時稍愈不服卽發故心甚猶豫後遇同學張君述及渠患痔近二十年管生　[...],shunpao
SPSP191006092701,19100609,日購英國郵船公司股份,shunpao
SPSP191007212901,19100721,州洞庭東山葉氏修譜廣告我族宗譜溯自國初經　長馥公纂修後迄今二百餘載支繁派衍各省遍佈若不亟爲續修深恐將來攷輯愈難爰集同志重修凡我同宗請將自　始祖逵公至六世孫　石林公後　孫何世分派及歷代昭穆婚嫁名諱生年卒　[...],shunpao
SPSP192309041801,19230904,紀各校之開學禮,shunpao
SPSP191609141001,19160914,本埠新聞商會聯合會在京開會之紊亂　　漢口,shunpao
SPSP191609181001,19160918,本埠新聞西報紀帝制黨之舉動,shunpao
SPSP191607241001,19160724,本埠新聞周王兩君之絕學,shunpao
SPSP191610181001,19161018,本埠新聞敎育部維持敎育經費,shunpao
SPSP191308030301,19130803,行伐北孫氏對於推翻袁世凱頗具樂觀　　江蘇交涉使張煜全君接北京外交部來電謂據外交團通告洋兵佔據閘北僅一時權宜之計一俟亂事平定卽須撤退　　字林報云昨日上海接有消息日本商民與湘省商訂之借欵業巳訂成初定一千萬　[...],shunpao
SPSP191509091001,19150909,本埠新聞破獲私造炸彈機關續誌,shunpao
SPSP191603261001,19160326,廣西獨立亦無起色,shunpao
SPSP191606061001,19160606,本埠新聞杭省獨立後之綢捐,shunpao
SPSP191606121001,19160612,本埠新聞省敎育會聲嘶力竭之呼籲,shunpao
SPSP191606171101,19160617,關於洋商租開繭行之照會,shunpao
SPSP191609061001,19160906,本埠新聞華僑回國經營之宏願,shunpao
SPSP191806151101,19180615,發展中日商業之樞紐　　本埠各項通銷洋貨自歐戰開募後來貨逐漸減少惟東隣乘此時機對於運華貨品極力發展故洋貨業中亦皆舍歐西貨而趨重日貨現英租界後馬路之通之公司因注重運銷日貨已於節前遷至法大馬路中市該處屋宇尤　[...],shunpao
SPSP191808091101,19180809,夏樊納博士作古紀聞　　夏樊納法之著名文學家也生於一八六五年幼即聰頴凝重好學謙和長而學識赡富淹博古今而於漢學尤有心得近者積勞逝世年方五十有四噩耗傳來士林悼嘆夏君畢業於法京師範大學考取哲學敎員文憑後即攻習　[...],shunpao
SPSP191809101001,19180910,本埠新聞維持甬市金融之迫切　　密波旅滬同,shunpao
SPSP191801141101,19180114,騙取黄豆之否認,shunpao
SPSP191702021001,19170202,本埠新聞擬辦鐵路運輸稅之審愼,shunpao
SPSP191610251001,19161025,本埠新聞國外貿易之好機會,shunpao
SPSP191803091001,19180309,本埠新聞總商會今日之重要議題　　上海總商,shunpao
SPSP191802201101,19180220,儲蓄票繼續開籤之布告,shunpao
SPSP189802010501,18980201,｛｛我永安保人險公司者乃首次承保中國人之一公司又適出華文新譯章程之一公司也茲有告者本公司必欲使盡人皆知平日與他公司之顯有區别者微特辦法異而交涉無且尤有莫惑於聽睹者因近查有他公司中辦事之人嘗聲言該公司與　[...],shunpao
SPSP191110251901,19111025,謀夫案,shunpao
SPSP192908192601,19290819,劇塲消息,shunpao
SPSP191811250201,19181125,時評國人所宜急者,shunpao
SPSP192911141001,19291114,敎育消息,shunpao
SPSP192809171501,19280917,本埠新聞二朱誠惠鑄象碑文,shunpao
SPSP192112061201,19211206,國内要聞二粤中要訊,shunpao
SPSP192008080301,19200808,時評國會問題與道德問題,shunpao
SPSP192105291101,19210529,總商會第十一期常會紀,shunpao
SPSP191410270101,19141027,羗海雜誌,shunpao
SPSP191307160701,19130716,杭州質問槍斃罪犯案之函復朱都督復屈省長函云逕啓者本年七月十日准貴民政長移送省議會議長咨關案據本會議員任鳳　提出質問書一通相應備文咨送請煩查照答復施行等四兹附質問書一通過府准此查陸軍部頒行陸軍審判章程規　[...],shunpao
SPSP191506241101,19150624,同族賣地之爭執,shunpao
SPSP191609080401,19160908,瑞和洋行禮拜五拍賣貴重地產,shunpao
SPSP191812261001,19181226,本埠新聞主張國際稅法平等會正式大會紀,shunpao
SPSP191305270701,19130527,鎭江,shunpao
SPSP192002141001,19200214,本埠新聞大陸報評論巴克曼氏之投函　　學生,shunpao
SPSP192009080301,19200908,時評欠餉,shunpao
SPSP192009140301,19200914,時評救災與調劑民食,shunpao
SPSP192008180301,19200818,時評人心未厭戰,shunpao
SPSP191812021001,19181202,本埠新聞大批郵件將由美抵滬,shunpao
SPSP191811161001,19181116,本埠新聞四誌慶祝戰功告成之盛况,shunpao
SPSP193812181101,19381218,界外匪徒尋釁　滬西事態嚴重　昨晚迭生事故槍擊時作　補房佈鐵絲綱戒備森嚴　　滬西越界築路之曹家渡一帶、通來烟賭盜竊之風、日益滋蔓致該處居民、咸感不安、會請租界當局增派巡捕、以維治安、昨晨零時三十分許　[...],shunpao
SPSP194112010801,19411201,朱葆三路火塲　扒出屍體六具　前日兩處大火推原禍始均係囤積易燃品被延燒,shunpao
SPSP194905260401,19490526,安全委會即日辦公　顏惠慶被推為主委　首次會議決設九組分別推進工作　盼各界各安本位維持現狀,shunpao
SPSP192607110401,19260711,本館要電,shunpao
SPSP191609210201,19160921,時評借欵風潮  冷,shunpao
SPSP191501050101,19150105,要件　　關於中俄國境變遷之提案,shunpao
SPSP191501120101,19150112,要件　　關於中俄國境變遷之提　　案,shunpao
SPSP191312240101,19131224,游記新疆旅行記,shunpao
SPSP191502030101,19150203,通信　　近東之新風雲,shunpao
SPSP191412160101,19141216,要件　　新疆省與俄國之關係,shunpao
SPSP191601131101,19160113,帶堂並傳齊兩造見證人等請爲復訊先由穆律師向包探奚　安探夥陳阿四等逐一盤詰　與捕房代表牛門律師及原告等所延之　西律師互相辯論嗣因時已過午由兪代襄讞會同英領事君宜諭退庭被告帶回捕房候再復訊　[...],shunpao
SPSP191507020101,19150702,錢莊追索抵欵　姜讓代表鼎康衡通久大信成元生同豐源餘寗莊等八錢莊至法公堂控稱魏錫侯魏連奎叔姪將房產抵押於某洋商後向鼎康等莊商酌由各莊備本贖出即轉抵於鼎康等八家計銀四萬九千二百兩逾期不贖前在英公堂具控因該　[...],shunpao
SPSP191504280101,19150428,譯述歐西報業舉要,shunpao
SPSP191605100101,19160510,遊記羗海雜誌,shunpao
SPSP191605190101,19160519,遊記羗海雜誌,shunpao
SPSP191801090201,19180109,時評玄之又玄,shunpao
SPSP191703090201,19170309,時評條件,shunpao
SPSP191212131201,19121213,上海徐均福和記土號廣告本號開設漢口大馬頭六十餘年自運中外各土精製淸陳公膏早已馳名遠近兹因去秋鄂省起義以來旋將各士各膏裝運來滬現今租定法大馬路永興里口特將所存大小洋藥三年枯老川雲陜土以及淸水請公烟小土公　[...],shunpao
SPSP192009240301,19200924,時評敎育部之經費,shunpao
SPSP190706191901,19070619,禀陳議復洋商佔地案之批詞　　浦東塘工善後局董謝源深等禀陳美孚佔地一案議復情形由上海縣轉詳滬道核辦巳誌,shunpao
SPSP191503301001,19150330,本埠新聞全國商會聯合會紀事,shunpao
SPSP191803291001,19180329,本埠新聞防禦南京疫症之流傳,shunpao
SPSP191701010301,19170101,時評和之民國六年,shunpao
SPSP189610020801,18961002,新軿文武全部燈彩新戲西漢傳代閻登殿陰斷三魂漢高祖愛才不愛人吕皇后重文不重武漢張良爲韓報國仇三齊王貪功被除戮議後嗣張良荐四浩新狀元魂遊十殿府謂三王被害駡閻羅替登殿朝魂試眞才奏天表知慧星下凡斷三王鼎足三分　[...],shunpao
SPSP191211040201,19121104,命令,shunpao
SPSP192309071301,19230907,本埠新聞救濟日本地震大災消息種種　　中國,shunpao
SPSP191410280101,19141028,遊記　　羗海雜誌,shunpao
SPSP191711081001,19171108,本埠新聞愛儷園第三次籌賑會四誌　　昨爲哈,shunpao
SPSP191709050201,19170905,時評時局之解剖,shunpao
SPSP191709060201,19170906,時評時局之解剖,shunpao
SPSP192507150501,19250715,時評交涉以外,shunpao
SPSP192007060801,19200706,國内要聞二藏番蠢動之西訊,shunpao
SPSP192007080801,19200708,國内要聞二江西軍事談贛南軍隊開援萍鄉近訊　　三十日贛州通信云,shunpao
SPSP192004090201,19200409,時評不自爭之團體,shunpao
SPSP192004131001,19200413,本埠新聞各團體開會紀事討論對内對外問題,shunpao
SPSP191707250201,19170725,[L時評>决心,shunpao
SPSP191803190201,19180319,二月初七日,shunpao
SPSP192003201001,19200320,本埠新聞密勒氏論山東問題,shunpao
SPSP192001121001,19200112,本埠新聞要求市民權之昨聞　　㈠昨晚各方之,shunpao
SPSP190203200601,19020320,,shunpao
SPSP190607181701,19060718,三續粤漢鐵路風潮始末情形述畧港　各報謂岑督遑一己意氣之私破壞三省路政不顧豈無所見而云然哉官旣利用善棍善棍亦得藉官力欺壓股東自便私圖三月初間岑督以路事照會商會有督轅文案温宗堯被衆驅逐之商會文案江蘇人劉宗　[...],shunpao
SPSP190706231901,19070623,英德交親,shunpao
SPSP190612220601,19061222,廣東陳恒德堂神藥到申愈立小腸疝氣除根神藥本堂秘製立愈小腸疝氣膏藥其功之速無出其右無論陰囊腫脹陰核偏墜甚至坐臥不安痛苦難忍速將此膏貼之立覺陰囊縮小氣鳴脹消極至兩天包能除根屢試屢騐白發百中倘年久根深宜貼正　[...],shunpao
